"","Name","Position","index","Squad","Comp","Age","Url","Nation","Starts_Playing","MP_Playing","Min_Playing","Gls","Ast","G_minus_PK","npxG_Expected","xAG_Expected","PrgC_Progression","PrgP_Progression","PrgR_Progression","Sh_Standard","SoT_Standard","G_per_Sh_Standard","G_per_SoT_Standard","npxG_per_Sh_Expected","Att_Total","Cmp_percent_Total","xA","Final_Third","PPA","CrsPA","SCA_SCA","GCA_GCA","TklW_Tackles","Blocks_Blocks","Int","Tkl+Int","Clr","Tkl_Challenges","Tkl_percent_Challenges","Touches_Touches","Att 3rd_Touches","Att_Take","Succ_Take","Succ_percent_Take","Carries_Carries","Final_Third_Carries","CPA_Carries","Fld","Crs","Won_percent_Aerial"
"64","Albin Ekdal","Midfield",2339,"Spezia","Serie A",33,"https://fbref.com/en/players/f503ea63/Albin-Ekdal","SWE",11,22,1112,0,0.16,0,0.15,0.11,0.65,4.21,0.89,0.97,0.08,0,0,0.01,40.95,6.29,0.02,3.48,0.65,0,1.78,0,1.38,1.38,1.54,3.72,2.51,1.05,3,53.17,8.34,0.97,0.57,4.72,26.06,0.97,0,1.54,0.08,5.4
"65","Aleix García","Midfield",1007,"Girona","La Liga",25,"https://fbref.com/en/players/a10361d2/Aleix-Garcia","ESP",25,26,2187,0.04,0.21,0.04,0.06,0.25,1.6,5.68,2.76,1.19,0.58,0,0,0,63.91,3.43,0.24,5.84,0.95,0.41,4.73,0.58,0.7,0.95,1.23,2.59,1.32,0.53,1.78,71.89,18.27,0.99,0.53,2.23,40.12,1.28,0.29,1.07,6.75,2.81
"66","Aleix Vidal","Full-Back",862,"Espanyol","La Liga",33,"https://fbref.com/en/players/04965583/Aleix-Vidal","ESP",10,21,941,0,0.1,0,0.01,0.14,0.96,1.91,4.11,0.29,0.19,0,0,0,30.7,7,0.1,1.53,0.77,0.19,1.82,0.29,0.48,2.01,1.34,2.39,1.05,0.38,1.82,40.27,15.02,1.53,0.48,2.99,20.18,0.19,0.19,1.53,2.58,2.12
"67","Alejandro Balde","Full-Back",296,"Barcelona","La Liga",19,"https://fbref.com/en/players/5ccc9672/Alejandro-Balde","ESP",21,24,1750,0,0.26,0,0.02,0.18,3.14,2.78,8.23,0.36,0.1,0,0,0,63.82,4.57,0.2,2.93,0.72,0.46,2.37,0.31,1.03,1.08,0.46,2.01,0.72,0.82,3.05,73.13,24.43,3.29,1.75,2.73,47.16,2.47,1.13,0.98,2.26,2.24
"68","Alejandro Garnacho","Winger",1579,"Manchester Utd","Premier League",18,"https://fbref.com/en/players/7aa8adfe/Alejandro-Garnacho","ESP",4,15,453,0.4,0.4,0.4,0.32,0.2,4.97,0.99,13.51,3.18,1.19,0.03,0.07,0.02,28.41,15.97,0.18,0.2,0.2,0,2.78,0.99,0.2,0.99,0.79,1.39,0.4,0.2,2.48,47.09,30.6,7.35,1.99,5.36,33.18,4.37,3.97,1.19,0.2,3.62
"69","Alejandro Pozo Pozo","Full-Back",57,"Almería","La Liga",24,"https://fbref.com/en/players/3c16d927/Alejandro-Pozo-Pozo","ESP",13,22,1257,0,0.14,0,0.04,0.22,2.22,3.44,5.01,0.57,0.14,0,0,0,55.56,5.21,0.15,2.08,1,0.79,2.22,0.29,1,1.43,1.36,3.22,2.08,1.36,4.12,66.16,16.18,0.93,0.57,4.4,31.72,1.58,0.5,0.72,3.87,2.15
"70","Aleksa Terzić","Full-Back",917,"Fiorentina","Serie A",23,"https://fbref.com/en/players/3ef0a2d7/Aleksa-Terzic","SRB",4,14,503,0,0,0,0.04,0.2,4.65,4.83,6.44,1.07,0.18,0,0,0.01,78.37,14.58,0.18,3.94,3.04,2.68,4.83,0.36,1.07,1.79,0.72,2.5,1.43,1.25,9.63,89.82,30.06,3.04,1.61,9.47,54.04,3.22,0.36,1.61,8.59,7.68
"71","Aleksandar Mitrović","Forward",959,"Fulham","Premier League",28,"https://fbref.com/en/players/3925dbd6/Aleksandar-Mitrovic","SRB",21,21,1813,0.55,0.05,0.4,0.38,0.1,0.94,2.04,4.52,3.97,1.24,0,0.02,0,22.29,2.98,0.05,1.24,0.4,0.05,2.63,0.45,0.35,0.99,0.15,0.84,0.94,0.25,2.48,36.88,15.69,2.23,1.14,2.54,20.65,0.55,0.5,1.74,0.2,2.5
"72","Aleksandr Golovin","Attacking Midfield",1668,"Monaco","Ligue 1",26,"https://fbref.com/en/players/3708e9fa/Aleksandr-Golovin","RUS",23,28,2044,0.26,0.31,0.26,0.19,0.24,3.35,4.58,7.57,1.89,0.92,0.01,0.01,0,40.07,3.1,0.22,2.55,1.94,0.22,4.62,0.57,1.23,1.1,1.36,3.65,0.44,0.97,1.62,50.68,24.22,1.98,1.06,2.35,35.53,2.16,1.01,0.79,3.87,1.81
"73","Aleksei Miranchuk","Attacking Midfield",2435,"Torino","Serie A",27,"https://fbref.com/en/players/a9aa0d1d/Aleksei-Miranchuk","RUS",19,22,1612,0.22,0.22,0.22,0.13,0.18,2.07,4.47,4.86,1.62,0.61,0.01,0.02,0,36.35,4.46,0.16,3.01,1.56,0.33,3.46,0.39,0.22,0.39,0.06,0.5,0.17,0.11,1.12,44.33,18.65,2.07,0.67,1.81,29.65,2.12,0.33,1.12,1.56,1.34
"74","Alessandro Bastoni","Centre-Back",1125,"Inter","Serie A",23,"https://fbref.com/en/players/75b86fb3/Alessandro-Bastoni","ITA",20,22,1689,0,0.11,0,0.05,0.13,1.97,6.45,2.02,0.64,0.16,0,0,0,70.12,4.4,0.14,5.49,1.28,0.48,2.34,0.27,0.96,1.01,1.07,2.98,1.87,0.53,2.66,77.96,11.56,0.69,0.32,2.46,47.26,1.49,0.16,0.75,2.13,3.59
"75","Alessandro Bianco","Midfield",895,"Fiorentina","Serie A",20,"https://fbref.com/en/players/d65cf468/Alessandro-Bianco","ITA",2,3,112,0,0,0,0.08,0,2.41,4.82,1.61,1.61,0.8,0,0,0.02,43.39,68.46,0,7.23,0.8,0,2.41,0,0.8,0.8,0,2.41,0,1.61,80.36,51.43,9.64,0.8,0,0,27.32,0,0,2.41,0.8,40.18
"76","Alessandro Buongiorno","Centre-Back",2424,"Torino","Serie A",23,"https://fbref.com/en/players/4ae67f27/Alessandro-Buongiorno","ITA",21,25,1911,0,0.05,0,0.07,0.05,0.42,2.87,0.71,0.71,0,0,NA,0,49.69,3.95,0.04,2.78,0.14,0.09,0.75,0.09,0.75,1.32,2.07,3.34,3.25,0.57,2.83,61.98,3.58,0.47,0.19,1.88,31.74,0.61,0.05,1.04,0.33,3.41
"77","Alessandro Florenzi","Full-Back",1634,"Milan","Serie A",32,"https://fbref.com/en/players/e288d4b3/Alessandro-Florenzi","ITA",1,4,140,0,0,0,0.39,0.13,0.64,6.43,11.57,1.93,0,0,NA,0.14,82.29,49.69,0.51,3.21,3.21,2.57,3.21,0,1.29,0,0.64,3.21,1.29,1.93,38.57,90,35.36,0,0,NA,52.07,0.64,0,0,10.29,NA
"78","Alessandro Tuia","Centre-Back",1248,"Lecce","Serie A",32,"https://fbref.com/en/players/26c54058/Alessandro-Tuia","ITA",6,7,509,0,0,0,0.02,0,0.18,3.54,0,0.35,0.18,0,0,0.01,36.07,12.31,0.02,2.65,0.18,0.18,0.88,0,1.06,0.53,2.65,4.42,5.13,0.53,5.89,47.21,1.24,0.71,0.35,8.84,18.74,0.18,0,0.35,0.18,7.37
"79","Alessandro Zanoli","Full-Back",1794,"Napoli","Serie A",22,"https://fbref.com/en/players/3b12b11f/Alessandro-Zanoli","ITA",0,1,12,0,0,0,0.75,0,7.5,0,15,7.5,7.5,0,0,0.45,82.5,613.5,0,0,0,0,7.5,0,0,0,0,7.5,7.5,0,NA,105,22.5,0,0,NA,52.5,7.5,7.5,0,7.5,0
"80","Alessio Cragno","Goalkeeper",1723,"Monza","Serie A",28,"https://fbref.com/en/players/f554e29b/Alessio-Cragno","ITA",1,1,90,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,31,93.5,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,NA,19,0,0,0,0,NA
"81","Alessio Romagnoli","Centre-Back",1218,"Lazio","Serie A",28,"https://fbref.com/en/players/3ead85f9/Alessio-Romagnoli","ITA",25,26,2222,0.04,0,0.04,0.02,0,0.12,1.66,0.12,0.28,0.08,0.01,0.02,0,54.32,3.64,0.01,2.71,0.12,0,0.41,0.12,0.53,1.09,1.05,2.27,3.52,0.41,2.03,62.5,0.85,0.04,0.04,4.05,30.34,0.16,0.04,0.53,0,2.52
"82","Alex Baena","Winger",2653,"Villarreal","La Liga",21,"https://fbref.com/en/players/518f2234/Alex-Baena","ESP",14,25,1467,0.25,0.12,0.25,0.16,0.28,2.27,5.4,4.85,2.82,0.98,0.01,0.02,0,35.58,4.83,0.17,3.19,2.02,0.06,3.68,0.31,0.74,0.8,0.31,1.66,0.86,0.74,2.54,46.87,20.74,2.94,1.23,2.56,31.6,1.96,0.61,2.82,0.98,0.29
"83","Álex Berenguer","Winger",177,"Athletic Club","La Liga",27,"https://fbref.com/en/players/dc1c2fce/Alex-Berenguer","ESP",21,27,1759,0.15,0.05,0.15,0.18,0.17,2.25,3.17,9.41,2.1,0.72,0,0.01,0,36.28,3.44,0.18,1.07,1.43,0.46,3.53,0.15,1.43,1.28,0.41,2.61,0.31,0.87,2.02,49.73,30.09,2.87,1.02,1.83,27.78,2.05,1.18,1.07,5.07,2.43
"84","Álex Centelles","Full-Back",40,"Almería","La Liga",25,"https://fbref.com/en/players/ae852b7d/Alex-Centelles","ESP",3,6,405,0,0,0,0.02,0.07,1.56,3.11,4.67,0.22,0,0,NA,0.02,45.33,15.02,0.04,2.89,0.67,0.67,2.67,0.22,1.11,1.11,0.67,2,2.67,0.89,14.82,54,14.22,0.67,0.22,7.4,31.11,0.22,0,0,4,2.47
"85","Álex Collado","Attacking Midfield",779,"Elche","La Liga",23,"https://fbref.com/en/players/85dace26/Alex-Collado","ESP",8,10,539,0.17,0.17,0.17,0.08,0.15,1.67,2.67,5.68,1.84,0.83,0.02,0.03,0.01,36.57,13.49,0.18,2.34,0.67,0.17,3.17,0.33,1.84,1.67,0.33,4.01,0.5,1.17,10.62,50.09,20.87,2.67,1,6.26,32.06,2.5,0.5,1.17,1.84,6.68
"86","Álex Fernández","Attacking Midfield",694,"Cádiz","La Liga",30,"https://fbref.com/en/players/aa677a35/Alex-Fernandez","ESP",16,24,1447,0.19,0,0.12,0.11,0.07,1,3.73,1.49,0.87,0.44,0.01,0.02,0.01,40.37,5.23,0.09,3.11,0.25,0.12,1.93,0.06,0.37,0.87,0.44,1.18,1,0.25,2.07,47.64,11.01,0.44,0.19,2.67,26.74,1.12,0.19,0.87,1.93,1.75
"87","Alex Ferrari","Centre-Back",638,"Cremonese","Serie A",28,"https://fbref.com/en/players/d0dbca9f/Alex-Ferrari","ITA",10,11,749,0,0,0,0,0.01,0.12,2.64,0.24,0,0,NA,NA,NA,43.5,8.96,0.02,2.88,0.36,0,0.48,0,2.16,1.56,2.28,5.89,3.97,2.52,8.7,55.51,2.4,0.48,0.12,3,27.64,0.36,0,0.6,0.24,8.27
"88","Alex Iwobi","Winger",877,"Everton","Premier League",26,"https://fbref.com/en/players/6ca5ec4b/Alex-Iwobi","NGA",30,30,2658,0.03,0.2,0.03,0.06,0.14,2.07,5.05,3.66,0.95,0.3,0,0,0,42.02,2.58,0.11,3.69,1.52,0.44,2.98,0.24,1.15,0.88,0.61,2.64,0.81,0.98,1.85,51.87,18.15,2.88,1.29,1.51,31.69,1.69,0.3,0.3,2.61,0.91
"89","Alex Král","Midfield",2248,"Schalke 04","Bundesliga",24,"https://fbref.com/en/players/e717705a/Alex-Kral","CZE",19,22,1727,0,0,0,0.06,0.02,1.51,3.44,2.61,1.25,0.1,0,0,0,30.59,3.43,0.04,2.55,0.26,0.05,1.77,0.05,0.99,1.41,0.73,2.24,1.98,0.73,2.52,40.86,8.65,1.51,0.52,1.8,19.96,0.83,0.1,0.63,0.94,2.42
"90","Alex Meret","Goalkeeper",1781,"Napoli","Serie A",26,"https://fbref.com/en/players/9413b19f/Alex-Meret","ITA",28,28,2520,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,28.07,3.11,0,0.04,0,0,0.04,0,0,0,0,0,0.21,0,NA,29.46,0,0,0,NA,16.25,0,0,0,0,3.57
"91","Álex Moreno","Full-Back",141,"Aston Villa","Premier League",29,"https://fbref.com/en/players/16e9d0ea/Alex-Moreno","ESP",8,12,838,0,0.21,0,0.05,0.19,3.87,2.04,8.48,1.07,0.21,0,0,0.01,53.38,8.43,0.14,1.29,1.61,0.75,2.58,0.21,1.07,1.4,0.43,2.15,2.26,1.18,4.73,67.66,19.98,4.4,1.93,4.71,35.76,1.5,1.4,0.86,2.68,6.83
"92","Alex Oxlade-Chamberlain","Midfield",1407,"Liverpool","Premier League",29,"https://fbref.com/en/players/38c7feef/Alex-Oxlade-Chamberlain","ENG",4,9,335,0.27,0,0.27,0.35,0.24,2.96,3.76,7.52,1.88,0.81,0.04,0.09,0.05,28.48,19.02,0.05,2.15,0.54,0,2.42,0,1.07,1.34,0.27,1.61,1.07,0.27,5.37,41.1,18,3.76,1.34,9.59,24.18,2.15,0.81,1.07,0.54,5.37
"93","Álex Remiro","Goalkeeper",2039,"Real Sociedad","La Liga",28,"https://fbref.com/en/players/374ee424/Alex-Remiro","ESP",28,28,2520,0,0,0,0,0,0,0.04,0,0,0,NA,NA,NA,36,2.58,0,0.71,0,0,0.14,0,0,0,0,0,0.43,0,0,37.96,0,0,0,NA,21.68,0,0,0.07,0,3.57
"94","Alex Sandro","Full-Back",1169,"Juventus","Serie A",32,"https://fbref.com/en/players/0d82903c/Alex-Sandro","BRA",18,22,1545,0,0.06,0,0.01,0.05,2.45,5.07,1.17,0.23,0,0,NA,0,63.26,5.04,0.06,4.37,0.41,0.12,1.92,0.17,0.82,1.28,0.76,2.21,3.32,0.64,3.77,73.05,9.67,1.4,0.99,4.12,37.69,1.63,0.17,1.28,0.82,3.84
"95","Alex Sola","Full-Back",2043,"Real Sociedad","La Liga",23,"https://fbref.com/en/players/5fa714d5/Alex-Sola","ESP",3,10,349,0,0,0,0.03,0.03,2.06,1.03,4.9,1.03,0.26,0,0,0.01,51.06,20.58,0.03,1.55,0.26,0.26,1.55,0.52,2.32,1.81,1.81,6.45,2.58,1.81,18.05,64.99,21.66,4.13,1.81,11.3,29.91,0.77,0.26,2.06,3.09,18.05
"96","Alex Telles","Full-Back",2296,"Sevilla","La Liga",30,"https://fbref.com/en/players/e73c9bb2/Alex-Telles","BRA",10,20,1014,0,0.18,0,0.04,0.09,1.6,2.4,6.04,0.98,0.09,0,0,0,47.57,6.62,0.09,2.84,1.33,0.98,3.02,0.27,0.71,1.15,1.33,2.49,2.04,0.71,5.46,57.34,17.4,1.69,0.89,4.67,27.43,0.8,0.27,0.89,5.77,4.73
"97","Alexander Callens","Centre-Back",1002,"Girona","La Liga",30,"https://fbref.com/en/players/af34f10d/Alexander-Callens","PER",0,2,53,0,0,0,0,0,5.09,8.49,1.7,0,0,NA,NA,NA,81.51,145.02,0,6.79,1.7,0,1.7,0,3.4,0,1.7,5.09,6.79,3.4,113.26,93.4,5.09,0,0,NA,69.62,1.7,0,0,0,NA
"98","Alexander Djiku","Centre-Back",2372,"Strasbourg","Ligue 1",28,"https://fbref.com/en/players/43e7a164/Alexander-Djiku","GHA",26,26,2246,0.04,0.08,0.04,0.05,0.03,0.16,5.01,0.12,0.52,0.16,0,0.01,0,52.25,3.25,0.05,4.33,0.52,0.16,0.72,0.16,1.16,1.44,2.4,4.25,4.69,0.88,2.26,64.43,2.72,0.16,0.12,3.01,40.87,0.32,0,0.88,0.24,2.85
"99","Alexander Hack","Centre-Back",1508,"Mainz 05","Bundesliga",29,"https://fbref.com/en/players/a5ec3ede/Alexander-Hack","GER",14,18,1124,0,0,0,0.01,0.01,0.08,4.16,0,0.24,0,0,NA,0,46.44,5.88,0.06,2.8,0.32,0.08,0.88,0,1.36,1.28,1.92,4.24,3.6,1.44,4.51,58.13,2.16,0.16,0.16,8.01,27.46,0.32,0,0.96,0.16,4.07
"100","Alexander Isak","Forward",1806,"Newcastle Utd","Premier League",23,"https://fbref.com/en/players/8e92be30/Alexander-Isak","SWE",9,13,815,0.88,0,0.66,0.53,0.1,1.77,1.99,6.96,3.09,1.77,0.02,0.04,0.02,18.44,8.07,0.07,1.44,0.55,0,2.32,0.11,0.55,1.44,0.22,1.33,0.77,0.66,4.14,32.25,20.87,3.64,1.21,3.68,18.22,1.55,1.1,1.1,0.33,4.53
"101","Alexander Meyer","Goalkeeper",729,"Dortmund","Bundesliga",31,"https://fbref.com/en/players/b56dd813/Alexander-Meyer","GER",7,7,630,0,0,0,0,0,0,0.14,0,0,0,NA,NA,NA,46.14,12.39,0,0.57,0,0,0.14,0,0,0,0,0,0.14,0,0,47.86,0.14,0,0,NA,30.86,0,0,0,0,14.29
"102","Alexander Mighten","Winger",1877,"Nott'ham Forest","Premier League",21,"https://fbref.com/en/players/10ec4169/Alexander-Mighten","ENG",0,1,8,0,0,0,0,0,0,0,11.25,0,0,NA,NA,NA,11.25,1125,0,0,0,0,0,0,0,0,0,0,0,0,0,45,33.75,33.75,0,0,45,0,0,11.25,0,NA
"103","Alexander Nübel","Goalkeeper",1677,"Monaco","Ligue 1",26,"https://fbref.com/en/players/afb0c500/Alexander-Nubel","GER",30,30,2700,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,30.63,2.5,0.01,0.1,0,0,0.27,0.03,0,0,0.03,0.03,0.2,0,0,32.43,0,0,0,NA,22.93,0,0,0.03,0,2.86
"104","Alexander Schwolow","Goalkeeper",2259,"Schalke 04","Bundesliga",30,"https://fbref.com/en/players/0d55d942/Alexander-Schwolow","GER",17,17,1530,0,0,0,0.01,0.01,0,0,0,0.06,0,0,NA,0,37.47,3.92,0.01,1.35,0.06,0,0.47,0,0,0,0.06,0.06,0.35,0,NA,40.41,0.06,0,0,NA,21.41,0,0,0.24,0,3.92
"105","Alexander Sørloth","Forward",1962,"RB Leipzig","Bundesliga",27,"https://fbref.com/en/players/e92cd3f7/Alexander-Sorloth","NOR",0,1,6,0,0,0,0,0,0,0,15,0,0,NA,NA,NA,30,1500,0,0,0,0,15,0,0,0,0,0,0,0,NA,45,45,15,0,0,15,0,0,0,0,NA
"106","Alexandre Lacazette","Forward",1455,"Lyon","Ligue 1",31,"https://fbref.com/en/players/9dbb75ca/Alexandre-Lacazette","FRA",26,27,2209,0.73,0.16,0.57,0.49,0.18,1.26,3.54,7.13,3.1,1.47,0.01,0.02,0.01,28.52,2.89,0.17,1.96,1.34,0.04,3.63,0.29,0.81,0.86,0.53,2,0.16,0.37,1.47,39.4,21.84,2.53,1.26,2.04,29.58,0.86,0.53,1.63,1.26,1.96
"107","Alexis Beka Beka","Midfield",1828,"Nice","Ligue 1",22,"https://fbref.com/en/players/4a5e83ad/Alexis-Beka-Beka","FRA",5,11,393,0,0,0,0.02,0,2.52,4.81,4.12,0.69,0.23,0,0,0.01,55.65,17.91,0.05,2.75,0.46,0.23,1.6,0,0.92,1.37,2.29,4.81,0.46,0.46,4.58,67.79,14.89,2.75,1.6,13.35,53.13,2.29,0.46,1.37,3.21,7.63
"108","Alexis Blin","Midfield",1226,"Lecce","Serie A",26,"https://fbref.com/en/players/c69ef855/Alexis-Blin","FRA",18,26,1680,0.05,0,0.05,0.06,0.02,0.64,3.86,1.18,0.48,0.11,0.01,0.03,0.01,38.52,4.29,0.03,3.48,0.48,0.11,1.18,0,1.45,2.14,1.34,4.12,3.48,1.55,3.05,52.13,9.27,0.54,0.27,2.68,21.11,0.59,0.05,1.18,1.12,2.08
"109","Alexis Claude-Maurice","Attacking Midfield",1312,"Lens","Ligue 1",24,"https://fbref.com/en/players/741418c3/Alexis-Claude-Maurice","FRA",4,17,526,0.51,0.34,0.51,0.19,0.14,1.71,4.11,6.84,1.88,1.03,0.05,0.09,0.02,34.9,14.25,0.15,2.57,1.2,0,2.4,0.34,1.37,1.03,0.17,2.4,0.17,1.03,7.34,48.42,18.82,4.28,1.54,6.16,37.13,1.03,1.03,2.57,1.2,11.41
"110","Alexis Flips","Winger",2062,"Reims","Ligue 1",23,"https://fbref.com/en/players/caef7840/Alexis-Flips","FRA",22,25,1528,0.24,0.35,0.24,0.18,0.34,1.3,4.71,7.07,2.53,1,0.01,0.01,0,46.59,3.79,0.31,3.53,1.94,0.82,4.48,0.53,1.3,1.83,1.35,3.53,0.59,1.06,2.26,60.2,23.32,1.94,0.53,1.61,39.99,2,0.18,1.18,6.07,1.64
"111","Alexis Mac Allister","Attacking Midfield",526,"Brighton","Premier League",24,"https://fbref.com/en/players/83d074ff/Alexis-Mac-Allister","ARG",24,25,2156,0.33,0.04,0.13,0.21,0.11,1.96,5.22,2.3,2.42,0.92,0,0.01,0,55.44,3.6,0.12,4.68,0.92,0.04,3.09,0.29,1.29,0.71,0.88,3.17,0.25,1.13,1.95,66,19.04,2.05,1.21,2.47,39.03,1.84,0.29,1.67,0.92,2.89
"112","Alexis Saelemaekers","Winger",1649,"Milan","Serie A",23,"https://fbref.com/en/players/ee251371/Alexis-Saelemaekers","BEL",11,21,989,0.09,0.18,0.09,0.14,0.17,3.46,3.09,9.19,1.82,0.64,0,0.01,0.01,40.22,6.96,0.21,2,2.09,0.82,3.64,0.46,1.55,0.91,1,3.37,0.82,1.46,4.55,53.78,25.21,3.64,1.64,4.1,30.85,1.46,1.27,1.55,3,5.79
"113","Alexis Sánchez","Winger",1620,"Marseille","Ligue 1",34,"https://fbref.com/en/players/2c0f8e9e/Alexis-Sanchez","CHI",24,27,2063,0.52,0.04,0.44,0.33,0.2,1.27,4.62,7.81,2.14,1.05,0.01,0.02,0.01,32.94,3.21,0.18,2.27,2.36,0.13,4.01,0.35,0.65,0.35,0.17,1.09,0.22,0.04,0.26,43.19,23.12,2.62,1.35,2.26,33.07,0.79,0.65,1.53,1.18,1.6
"114","Alexis Tibidi","Forward",2533,"Troyes","Ligue 1",19,"https://fbref.com/en/players/ca6f4846/Alexis-Tibidi","FRA",0,3,74,0,0,0,0,0,1.22,0,4.86,0,0,NA,NA,NA,27.97,100.46,0,0,0,0,3.65,0,1.22,0,0,1.22,0,0,NA,30.41,13.38,3.65,2.43,81.12,24.32,1.22,0,1.22,0,81.12
"115","Alexsandro Ribeiro","Centre-Back",1379,"Lille","Ligue 1",23,"https://fbref.com/en/players/102c9665/Alexsandro-Ribeiro","BRA",9,14,982,0.27,0,0.27,0.12,0,0.73,4.4,0.09,1.01,0.46,0.02,0.05,0.01,70.02,8.29,0.02,3.21,0.09,0.09,0.73,0,1.37,0.73,1.65,3.76,3.57,1.1,6.87,80.65,1.92,1.28,1.01,7.2,60.58,0.27,0,1.01,0.27,4.19
"116","Alfonso Espino","Full-Back",692,"Cádiz","La Liga",31,"https://fbref.com/en/players/db001fa9/Alfonso-Espino","URU",26,27,2312,0,0.12,0,0.04,0.08,1.36,3.04,3.74,0.54,0.04,0,0,0,43.72,2.46,0.08,2.41,0.82,0.47,1.71,0.19,1.67,1.63,1.25,3.93,2.92,1.48,2.03,57.38,13.27,1.63,0.7,1.67,23.04,0.9,0.23,0.97,2.69,1.6
"117","Alfonso Pedraza","Full-Back",2676,"Villarreal","La Liga",27,"https://fbref.com/en/players/63f04c6c/Alfonso-Pedraza","ESP",14,18,1156,0,0.16,0,0.07,0.1,3.81,1.87,7.86,1.63,0.54,0,0,0,43.29,6.02,0.05,1.4,0.93,0.31,2.26,0.31,1.56,0.86,0.86,2.88,1.63,1.09,4.95,55.59,23.82,3.66,1.4,2.98,29.51,2.96,0.78,1.09,3.81,4.28
"118","Alfred Duncan","Midfield",901,"Fiorentina","Serie A",30,"https://fbref.com/en/players/528492ea/Alfred-Duncan","GHA",7,17,622,0,0,0,0.03,0.03,1.59,5.93,2.75,0.43,0.14,0,0,0.01,46.01,11.2,0.07,5.06,1.16,0.58,2.89,0.29,1.01,0.72,0.58,2.32,0.87,1.16,7.71,54.98,15.19,2.03,1.01,7.23,31.11,1.74,0.29,0.58,1.74,10.52
"119","Alidu Seidu","Centre-Back",620,"Clermont Foot","Ligue 1",22,"https://fbref.com/en/players/cea59f02/Alidu-Seidu","GHA",22,22,1919,0,0,0,0,0.02,1.08,2.44,1.59,0.23,0.05,0,0,0,51.82,3.96,0.03,2.02,0.47,0.28,0.94,0,1.13,0.98,1.83,3.71,1.92,1.17,3.01,61.63,6.47,2.25,1.13,2.34,44.65,1.22,0.09,2.53,0.94,3.2
"120","Alisson","Goalkeeper",1388,"Liverpool","Premier League",30,"https://fbref.com/en/players/7a2e46a8/Alisson","BRA",29,29,2610,0,0.03,0,0,0.01,0,0.03,0,0,0,NA,NA,NA,39.97,2.96,0,0.41,0,0,0.1,0.07,0,0.1,0,0,0.48,0,0,42.24,0,0.03,0.03,3.45,26.9,0,0,0.14,0,2.96
"121","Allan Saint-Maximin","Winger",1816,"Newcastle Utd","Premier League",26,"https://fbref.com/en/players/2b16cb1a/Allan-Saint-Maximin","FRA",11,20,997,0.09,0.45,0.09,0.14,0.34,6.59,5.24,8.94,2.26,0.81,0,0.01,0.01,35.48,6.27,0.23,1.81,2.8,0.36,4.87,0.81,0.27,0.27,0.36,0.9,0.18,0.18,2.26,47.12,27.71,7.4,3.97,4.85,34.03,3.79,2.98,1.26,2.53,3.01
"122","Almamy Touré","Centre-Back",767,"Eint Frankfurt","Bundesliga",26,"https://fbref.com/en/players/c8c60119/Almamy-Toure","MLI",2,3,163,0,0,0,0.06,0,0,3.31,2.76,0.55,0,0,NA,0.04,55.77,43.73,0,3.87,0,0,1.1,0,2.21,2.76,2.76,5.52,1.1,1.66,33.13,66.81,4.97,1.66,1.66,55.21,37.55,0.55,0.55,0,1.1,31.53
"123","Alphonse Areola","Goalkeeper",2709,"West Ham","Premier League",30,"https://fbref.com/en/players/2f965a72/Alphonse-Areola","FRA",2,5,309,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,26.8,21.2,0,0,0,0,0,0,0,0,0,0,0,0,NA,28.54,0,0,0,NA,15.44,0,0,0,0,NA
"124","Alphonso Davies","Full-Back",321,"Bayern Munich","Bundesliga",22,"https://fbref.com/en/players/d781d855/Alphonso-Davies","CAN",23,24,2003,0.04,0.18,0.04,0.07,0.16,4.99,5.71,6.83,0.72,0.36,0,0.01,0,68.93,3.9,0.18,4.94,1.57,0.22,3.77,0.36,1.26,1.26,1.03,3.06,1.03,0.81,2.08,81.64,23.54,6.07,3.06,2.26,53.87,2.79,1.57,1.12,1.08,2.04
"125","Álvaro Fernández","Goalkeeper",841,"Espanyol","La Liga",24,"https://fbref.com/en/players/f127d782/Alvaro-Fernandez","ESP",11,11,990,0,0,0,0,0.02,0,0,0,0,0,NA,NA,NA,32.55,5.86,0.01,1.45,0,0,0.09,0,0,0,0,0,0.64,0,NA,34.73,0,0,0,NA,15.82,0,0,0.18,0,6.06
"126","Álvaro García","Winger",1973,"Rayo Vallecano","La Liga",30,"https://fbref.com/en/players/90bbd822/Alvaro-Garcia","ESP",25,26,2154,0.17,0.13,0.17,0.11,0.17,3.8,2.21,9.44,1.5,0.67,0,0.01,0,32.21,2.64,0.15,0.96,1.38,0.96,3.13,0.38,0.88,1.13,0.96,2.51,0.67,0.25,1.25,41.57,24.86,1.8,0.54,1.26,24.99,0.96,1.3,1,5.22,2.87
"127","Álvaro Giménez","Forward",697,"Cádiz","La Liga",31,"https://fbref.com/en/players/18017beb/Alvaro-Gimenez","ESP",0,1,17,0,0,0,0,0,0,5.29,10.59,0,0,NA,NA,NA,10.59,529.41,0,0,0,0,0,0,0,0,0,0,0,0,0,26.47,15.88,5.29,0,0,15.88,0,0,5.29,0,NA
