"","Season_End_Year","Squad","Comp","Team_or_Opponent","Num_Players","Age","Poss","MP_Playing","Starts_Playing","Min_Playing","Mins_Per_90_Playing","Gls","Ast","G+A","G_minus_PK","PK","PKatt","CrdY","CrdR","PrgC_Progression","PrgP_Progression","Gls_Per","Ast_Per","G+A_Per","G_minus_PK_Per","G+A_minus_PK_Per","xG_Expected","npxG_Expected","xAG_Expected","npxG+xAG_Expected","xG_Per","xAG_Per","xG+xAG_Per","npxG_Per","npxG+xAG_Per","Url"
"177",2019,"Saint-Étienne","Ligue 1","team",29,27.8,52.5,38,418,3420,38,56,40,96,51,5,5,63,7,753,1543,1.47,1.05,2.53,1.34,2.39,56.7,52.7,39.2,91.9,1.49,1.03,2.52,1.39,2.42,"https://fbref.com/en/squads/d298ef2c/2018-2019/Saint-Etienne-Stats"
"178",2019,"Sampdoria","Serie A","team",24,26.1,54.9,38,418,3420,38,60,41,101,50,10,12,89,3,630,1685,1.58,1.08,2.66,1.32,2.39,50.5,41.8,34.1,75.9,1.33,0.9,2.22,1.1,2,"https://fbref.com/en/squads/8ff9e3b3/2018-2019/Sampdoria-Stats"
"179",2019,"Sassuolo","Serie A","team",29,25.4,53.8,38,418,3420,38,50,33,83,45,5,5,87,8,721,1511,1.32,0.87,2.18,1.18,2.05,48.5,44.6,34.1,78.8,1.28,0.9,2.17,1.17,2.07,"https://fbref.com/en/squads/e2befd26/2018-2019/Sassuolo-Stats"
"180",2019,"Schalke 04","Bundesliga","team",32,25.8,45.4,34,374,3060,34,37,23,60,30,7,9,72,5,676,1148,1.09,0.68,1.76,0.88,1.56,45.6,39,29.7,68.7,1.34,0.87,2.21,1.15,2.02,"https://fbref.com/en/squads/c539e393/2018-2019/Schalke-04-Stats"
"181",2019,"Sevilla","La Liga","team",27,27.9,52.3,38,418,3420,38,60,47,107,55,5,6,114,6,828,1804,1.58,1.24,2.82,1.45,2.68,66.6,61.8,49.3,111.1,1.75,1.3,3.05,1.63,2.92,"https://fbref.com/en/squads/ad2be733/2018-2019/Sevilla-Stats"
"182",2019,"Southampton","Premier League","team",30,25.4,43.4,38,418,3420,38,44,27,71,40,4,5,73,3,603,1333,1.16,0.71,1.87,1.05,1.76,46.9,43.4,29.3,72.7,1.23,0.77,2,1.14,1.91,"https://fbref.com/en/squads/33c895d4/2018-2019/Southampton-Stats"
"183",2019,"Strasbourg","Ligue 1","team",26,26.2,50.1,38,418,3420,38,57,43,100,52,5,7,70,4,683,1460,1.5,1.13,2.63,1.37,2.5,41.3,35.8,28.1,63.9,1.09,0.74,1.83,0.94,1.68,"https://fbref.com/en/squads/c0d3eab4/2018-2019/Strasbourg-Stats"
"184",2019,"Stuttgart","Bundesliga","team",26,26.3,45.9,34,374,3060,34,32,26,58,31,1,1,64,5,506,1130,0.94,0.76,1.71,0.91,1.68,38,37.3,28.2,65.5,1.12,0.83,1.95,1.1,1.93,"https://fbref.com/en/squads/598bc722/2018-2019/Stuttgart-Stats"
"185",2019,"Torino","Serie A","team",25,27.6,51.1,38,418,3420,38,50,31,81,45,5,6,88,4,770,1407,1.32,0.82,2.13,1.18,2,46.6,41.9,32,73.9,1.23,0.84,2.07,1.1,1.94,"https://fbref.com/en/squads/105360fe/2018-2019/Torino-Stats"
"186",2019,"Tottenham","Premier League","team",28,26.8,59,38,418,3420,38,66,47,113,62,4,4,57,3,840,1744,1.74,1.24,2.97,1.63,2.87,54.9,51.8,39.1,90.9,1.44,1.03,2.47,1.36,2.39,"https://fbref.com/en/squads/361ca564/2018-2019/Tottenham-Hotspur-Stats"
"187",2019,"Toulouse","Ligue 1","team",29,25.5,48.2,38,418,3420,38,35,16,51,28,7,11,75,5,684,1465,0.92,0.42,1.34,0.74,1.16,45.7,37.1,29.3,66.4,1.2,0.77,1.97,0.98,1.75,"https://fbref.com/en/squads/3f8c4b5f/2018-2019/Toulouse-Stats"
"188",2019,"Udinese","Serie A","team",31,25.3,42.6,38,418,3420,38,37,30,67,34,3,8,90,4,713,1088,0.97,0.79,1.76,0.89,1.68,42.5,36,27.9,63.9,1.12,0.73,1.85,0.95,1.68,"https://fbref.com/en/squads/04eea015/2018-2019/Udinese-Stats"
"189",2019,"Valencia","La Liga","team",25,26.4,47.1,38,418,3420,38,50,38,88,45,5,7,88,3,751,1561,1.32,1,2.32,1.18,2.18,60.7,55.2,46.7,101.9,1.6,1.23,2.83,1.45,2.68,"https://fbref.com/en/squads/dcc91a7b/2018-2019/Valencia-Stats"
"190",2019,"Valladolid","La Liga","team",28,27.4,46.8,38,418,3420,38,31,19,50,27,4,7,92,0,662,1299,0.82,0.5,1.32,0.71,1.21,41.1,35.6,26.7,62.3,1.08,0.7,1.78,0.94,1.64,"https://fbref.com/en/squads/17859612/2018-2019/Valladolid-Stats"
"191",2019,"Villarreal","La Liga","team",26,27.1,48.3,38,418,3420,38,47,34,81,44,3,6,115,3,715,1648,1.24,0.89,2.13,1.16,2.05,53.9,50,39,89,1.42,1.03,2.45,1.31,2.34,"https://fbref.com/en/squads/2a8183b3/2018-2019/Villarreal-Stats"
"192",2019,"Watford","Premier League","team",25,28.5,46.7,38,418,3420,38,51,39,90,50,1,1,79,4,588,1294,1.34,1.03,2.37,1.32,2.34,48.2,47.5,34.8,82.3,1.27,0.92,2.19,1.25,2.17,"https://fbref.com/en/squads/2abfe087/2018-2019/Watford-Stats"
"193",2019,"Werder Bremen","Bundesliga","team",24,27.1,52.1,34,374,3060,34,57,38,95,53,4,4,61,3,635,1672,1.68,1.12,2.79,1.56,2.68,49.8,46.7,33.7,80.3,1.46,0.99,2.45,1.37,2.36,"https://fbref.com/en/squads/62add3bf/2018-2019/Werder-Bremen-Stats"
"194",2019,"West Ham","Premier League","team",26,27.6,48.6,38,418,3420,38,51,33,84,46,5,5,59,1,731,1478,1.34,0.87,2.21,1.21,2.08,47.6,43.8,34.1,77.9,1.25,0.9,2.15,1.15,2.05,"https://fbref.com/en/squads/7c21e445/2018-2019/West-Ham-United-Stats"
"195",2019,"Wolfsburg","Bundesliga","team",25,25.4,53.3,34,374,3060,34,59,38,97,54,5,5,62,0,618,1320,1.74,1.12,2.85,1.59,2.71,47.6,43.8,33,76.9,1.4,0.97,2.37,1.29,2.26,"https://fbref.com/en/squads/4eaa11d7/2018-2019/Wolfsburg-Stats"
"196",2019,"Wolves","Premier League","team",21,26.1,46.8,38,418,3420,38,46,35,81,42,4,4,73,1,743,1350,1.21,0.92,2.13,1.11,2.03,52.1,49,39.4,88.4,1.37,1.04,2.41,1.29,2.33,"https://fbref.com/en/squads/8cec06e1/2018-2019/Wolverhampton-Wanderers-Stats"
"197",2020,"Alavés","La Liga","team",32,27.6,41.5,38,418,3420,38,34,20,54,28,6,6,111,7,403,944,0.89,0.53,1.42,0.74,1.26,39.3,34.7,26.9,61.6,1.03,0.71,1.74,0.91,1.62,"https://fbref.com/en/squads/8d6fd021/2019-2020/Alaves-Stats"
"198",2020,"Amiens","Ligue 1","team",27,27.4,45.6,28,308,2520,28,30,20,50,27,3,5,57,4,384,1013,1.07,0.71,1.79,0.96,1.68,27.4,23.4,16.9,40.4,0.98,0.6,1.58,0.84,1.44,"https://fbref.com/en/squads/25622401/2019-2020/Amiens-Stats"
"199",2020,"Angers","Ligue 1","team",26,28,45.3,28,308,2520,28,27,21,48,26,1,1,42,2,542,1088,0.96,0.75,1.71,0.93,1.68,29.3,28.5,23,51.5,1.05,0.82,1.87,1.02,1.84,"https://fbref.com/en/squads/69236f98/2019-2020/Angers-Stats"
"200",2020,"Arsenal","Premier League","team",29,25.8,53.8,38,418,3420,38,56,35,91,53,3,3,88,5,815,1641,1.47,0.92,2.39,1.39,2.32,47,44.6,31.4,76.1,1.24,0.83,2.06,1.17,2,"https://fbref.com/en/squads/18bb7c10/2019-2020/Arsenal-Stats"
"201",2020,"Aston Villa","Premier League","team",28,25.7,44.1,38,418,3420,38,40,32,72,39,1,3,70,1,639,1247,1.05,0.84,1.89,1.03,1.87,44.3,41.8,34.2,76,1.16,0.9,2.06,1.1,2,"https://fbref.com/en/squads/8602292d/2019-2020/Aston-Villa-Stats"
"202",2020,"Atalanta","Serie A","team",30,27.2,57.2,38,418,3420,38,96,68,164,89,7,10,80,2,978,1867,2.53,1.79,4.32,2.34,4.13,83.5,75.6,58.9,134.5,2.2,1.55,3.75,1.99,3.54,"https://fbref.com/en/squads/922493f3/2019-2020/Atalanta-Stats"
"203",2020,"Athletic Club","La Liga","team",26,26.7,48.7,38,418,3420,38,40,23,63,32,8,10,90,2,604,1291,1.05,0.61,1.66,0.84,1.45,41.5,33.8,26.2,60,1.09,0.69,1.78,0.89,1.58,"https://fbref.com/en/squads/2b390eca/2019-2020/Athletic-Club-Stats"
"204",2020,"Atlético Madrid","La Liga","team",30,26.1,48.6,38,418,3420,38,50,35,85,44,6,8,93,3,598,1333,1.32,0.92,2.24,1.16,2.08,56.8,50.6,39.4,90,1.5,1.04,2.53,1.33,2.37,"https://fbref.com/en/squads/db3b9613/2019-2020/Atletico-Madrid-Stats"
"205",2020,"Augsburg","Bundesliga","team",28,26.2,38.6,34,374,3060,34,45,29,74,42,3,5,68,2,411,815,1.32,0.85,2.18,1.24,2.09,43.1,39.1,29.7,68.8,1.27,0.87,2.14,1.15,2.02,"https://fbref.com/en/squads/0cdc4311/2019-2020/Augsburg-Stats"
"206",2020,"Barcelona","La Liga","team",28,27.8,66.4,38,418,3420,38,84,62,146,78,6,6,92,6,923,2042,2.21,1.63,3.84,2.05,3.68,66.3,61.7,49.5,111.2,1.75,1.3,3.05,1.62,2.93,"https://fbref.com/en/squads/206d90db/2019-2020/Barcelona-Stats"
"207",2020,"Bayern Munich","Bundesliga","team",29,26.7,65.1,34,374,3060,34,97,75,172,91,6,6,54,3,930,2300,2.85,2.21,5.06,2.68,4.88,89.5,84.8,73.1,157.9,2.63,2.15,4.78,2.49,4.64,"https://fbref.com/en/squads/054efa67/2019-2020/Bayern-Munich-Stats"
"208",2020,"Betis","La Liga","team",27,27.5,56.7,38,418,3420,38,48,35,83,42,6,8,108,9,834,1475,1.26,0.92,2.18,1.11,2.03,51,45.2,36.9,82,1.34,0.97,2.31,1.19,2.16,"https://fbref.com/en/squads/fc536746/2019-2020/Real-Betis-Stats"
"209",2020,"Bologna","Serie A","team",31,27.2,52.6,38,418,3420,38,48,31,79,43,5,6,109,7,799,1672,1.26,0.82,2.08,1.13,1.95,56.9,52.2,41.3,93.5,1.5,1.09,2.58,1.37,2.46,"https://fbref.com/en/squads/1d8099f8/2019-2020/Bologna-Stats"
"210",2020,"Bordeaux","Ligue 1","team",26,26.9,53.6,28,308,2520,28,40,29,69,38,2,2,55,0,441,995,1.43,1.04,2.46,1.36,2.39,30.4,28.8,21.6,50.4,1.08,0.77,1.86,1.03,1.8,"https://fbref.com/en/squads/123f3efe/2019-2020/Bordeaux-Stats"
"211",2020,"Bournemouth","Premier League","team",27,25.2,44.1,38,418,3420,38,38,24,62,34,4,4,78,3,601,1256,1,0.63,1.63,0.89,1.53,44.8,41.7,30.6,72.3,1.18,0.8,1.98,1.1,1.9,"https://fbref.com/en/squads/4ba7cbea/2019-2020/Bournemouth-Stats"
"212",2020,"Brescia","Serie A","team",32,25.6,40.6,38,418,3420,38,34,22,56,30,4,4,95,6,537,1241,0.89,0.58,1.47,0.79,1.37,43.4,40.2,28.8,69,1.14,0.76,1.9,1.06,1.82,"https://fbref.com/en/squads/4ef57aeb/2019-2020/Brescia-Stats"
"213",2020,"Brest","Ligue 1","team",24,26.1,49.8,28,308,2520,28,32,27,59,31,1,5,45,2,415,1138,1.14,0.96,2.11,1.11,2.07,30.7,26.8,22.1,48.9,1.1,0.79,1.89,0.96,1.75,"https://fbref.com/en/squads/fb08dbb3/2019-2020/Brest-Stats"
"214",2020,"Brighton","Premier League","team",25,26.4,52.2,38,418,3420,38,35,24,59,34,1,2,59,2,669,1675,0.92,0.63,1.55,0.89,1.53,45.4,43.8,31.6,75.4,1.2,0.83,2.03,1.15,1.99,"https://fbref.com/en/squads/d07537b9/2019-2020/Brighton-and-Hove-Albion-Stats"
"215",2020,"Burnley","Premier League","team",22,28,41.9,38,418,3420,38,41,30,71,38,3,3,67,0,437,890,1.08,0.79,1.87,1,1.79,47.4,45.3,32.4,77.7,1.25,0.85,2.1,1.19,2.04,"https://fbref.com/en/squads/943e8050/2019-2020/Burnley-Stats"
"216",2020,"Cagliari","Serie A","team",33,27.4,45.7,38,418,3420,38,50,34,84,46,4,6,108,6,662,1288,1.32,0.89,2.21,1.21,2.11,41.8,37.1,32,69,1.1,0.84,1.94,0.98,1.82,"https://fbref.com/en/squads/c4260e09/2019-2020/Cagliari-Stats"
"217",2020,"Celta Vigo","La Liga","team",30,25.8,51.7,38,418,3420,38,37,26,63,31,6,9,104,6,670,1364,0.97,0.68,1.66,0.82,1.5,39.2,32.4,26.2,58.7,1.03,0.69,1.72,0.85,1.54,"https://fbref.com/en/squads/f25da7fb/2019-2020/Celta-Vigo-Stats"
"218",2020,"Chelsea","Premier League","team",27,25.5,60.4,38,418,3420,38,69,46,115,62,7,7,60,0,983,1897,1.82,1.21,3.03,1.63,2.84,69.2,64.4,46.7,111.1,1.82,1.23,3.05,1.7,2.92,"https://fbref.com/en/squads/cff3d9bb/2019-2020/Chelsea-Stats"
"219",2020,"Crystal Palace","Premier League","team",25,29.4,44.8,38,418,3420,38,29,20,49,26,3,3,62,2,596,1223,0.76,0.53,1.29,0.68,1.21,35.8,33.6,26,59.5,0.94,0.68,1.63,0.88,1.57,"https://fbref.com/en/squads/47c64c55/2019-2020/Crystal-Palace-Stats"
"220",2020,"Dijon","Ligue 1","team",28,26.9,46.5,28,308,2520,28,26,17,43,25,1,1,43,2,513,909,0.93,0.61,1.54,0.89,1.5,30.5,29.9,22.9,52.8,1.09,0.82,1.91,1.07,1.88,"https://fbref.com/en/squads/8dfb7350/2019-2020/Dijon-Stats"
"221",2020,"Dortmund","Bundesliga","team",27,25.8,60.4,34,374,3060,34,84,74,158,82,2,2,49,1,792,1736,2.47,2.18,4.65,2.41,4.59,61,59.5,50.6,110.1,1.8,1.49,3.28,1.75,3.24,"https://fbref.com/en/squads/add600ae/2019-2020/Dortmund-Stats"
"222",2020,"Düsseldorf","Bundesliga","team",28,27.1,45.6,34,374,3060,34,36,26,62,32,4,4,78,0,487,1268,1.06,0.76,1.82,0.94,1.71,35.9,32.7,24.2,56.9,1.06,0.71,1.77,0.96,1.67,"https://fbref.com/en/squads/b1278397/2019-2020/Dusseldorf-Stats"
"223",2020,"Eibar","La Liga","team",26,29.3,46.3,38,418,3420,38,38,24,62,31,7,10,92,3,424,1265,1,0.63,1.63,0.82,1.45,42,34.2,26,60.2,1.1,0.68,1.79,0.9,1.58,"https://fbref.com/en/squads/bea5c710/2019-2020/Eibar-Stats"
"224",2020,"Eint Frankfurt","Bundesliga","team",27,27,50.9,34,374,3060,34,57,45,102,55,2,2,71,4,677,1389,1.68,1.32,3,1.62,2.94,59.5,58,44.8,102.8,1.75,1.32,3.07,1.71,3.02,"https://fbref.com/en/squads/f0ac8ee6/2019-2020/Eintracht-Frankfurt-Stats"
"225",2020,"Espanyol","La Liga","team",31,27.7,47.4,38,418,3420,38,25,17,42,21,4,4,107,9,561,1240,0.66,0.45,1.11,0.55,1,38.6,35.6,27.3,62.9,1.02,0.72,1.74,0.94,1.66,"https://fbref.com/en/squads/a8661628/2019-2020/Espanyol-Stats"
"226",2020,"Everton","Premier League","team",24,25.5,49,38,418,3420,38,42,32,74,41,1,1,76,3,623,1430,1.11,0.84,1.95,1.08,1.92,50.8,50,38.1,88.1,1.34,1,2.34,1.32,2.32,"https://fbref.com/en/squads/d3fd31cc/2019-2020/Everton-Stats"
"227",2020,"Fiorentina","Serie A","team",33,25.1,47.4,38,418,3420,38,48,30,78,39,9,11,105,5,857,1446,1.26,0.79,2.05,1.03,1.82,53.6,45.4,34.5,79.8,1.41,0.91,2.32,1.19,2.1,"https://fbref.com/en/squads/421387cf/2019-2020/Fiorentina-Stats"
"228",2020,"Freiburg","Bundesliga","team",26,26.4,48.1,34,374,3060,34,46,27,73,41,5,6,43,2,537,1128,1.35,0.79,2.15,1.21,2,46.7,42,33,75,1.37,0.97,2.34,1.24,2.21,"https://fbref.com/en/squads/a486e511/2019-2020/Freiburg-Stats"
"229",2020,"Genoa","Serie A","team",34,26.8,49.5,38,418,3420,38,46,28,74,35,11,16,107,10,583,1280,1.21,0.74,1.95,0.92,1.66,48.7,36.2,27.6,63.7,1.28,0.73,2.01,0.95,1.68,"https://fbref.com/en/squads/658bf2de/2019-2020/Genoa-Stats"
"230",2020,"Getafe","La Liga","team",30,27.5,45,38,418,3420,38,42,31,73,36,6,7,135,5,416,1196,1.11,0.82,1.92,0.95,1.76,41.6,36.1,27.9,64,1.09,0.73,1.83,0.95,1.69,"https://fbref.com/en/squads/7848bd64/2019-2020/Getafe-Stats"
"231",2020,"Granada","La Liga","team",27,26.8,43.8,38,418,3420,38,50,34,84,45,5,5,109,1,511,1009,1.32,0.89,2.21,1.18,2.08,44.9,40.9,30.5,71.4,1.18,0.8,1.98,1.08,1.88,"https://fbref.com/en/squads/a0435291/2019-2020/Granada-Stats"
"232",2020,"Hellas Verona","Serie A","team",30,26.1,49.8,38,418,3420,38,45,27,72,37,8,9,87,7,728,1575,1.18,0.71,1.89,0.97,1.68,50.5,43.6,34.5,78.1,1.33,0.91,2.24,1.15,2.06,"https://fbref.com/en/squads/0e72edf2/2019-2020/Hellas-Verona-Stats"
"233",2020,"Hertha BSC","Bundesliga","team",32,26.2,44.7,34,374,3060,34,45,35,80,42,3,3,77,4,546,1073,1.32,1.03,2.35,1.24,2.26,43.1,40.7,32.7,73.4,1.27,0.96,2.23,1.2,2.16,"https://fbref.com/en/squads/2818f8bc/2019-2020/Hertha-BSC-Stats"
"234",2020,"Hoffenheim","Bundesliga","team",31,26,51.6,34,374,3060,34,52,36,88,49,3,4,66,2,598,1261,1.53,1.06,2.59,1.44,2.5,56.1,53,40.2,93.2,1.65,1.18,2.83,1.56,2.74,"https://fbref.com/en/squads/033ea6b8/2019-2020/Hoffenheim-Stats"
"235",2020,"Inter","Serie A","team",29,27.7,54.2,38,418,3420,38,80,57,137,70,10,11,104,6,797,1820,2.11,1.5,3.61,1.84,3.34,69.4,60.8,44,104.7,1.83,1.16,2.98,1.6,2.76,"https://fbref.com/en/squads/d609edc0/2019-2020/Internazionale-Stats"
"236",2020,"Juventus","Serie A","team",30,28.6,58.1,38,418,3420,38,73,47,120,60,13,14,87,3,879,1746,1.92,1.24,3.16,1.58,2.82,71.1,60.1,45.5,105.6,1.87,1.2,3.07,1.58,2.78,"https://fbref.com/en/squads/e0652b02/2019-2020/Juventus-Stats"
"237",2020,"Köln","Bundesliga","team",29,25.6,46.7,34,374,3060,34,50,38,88,48,2,4,79,4,494,1158,1.47,1.12,2.59,1.41,2.53,48.9,46.3,35.6,81.9,1.44,1.05,2.49,1.36,2.41,"https://fbref.com/en/squads/bc357bf7/2019-2020/Koln-Stats"
"238",2020,"Lazio","Serie A","team",27,27.9,50.4,38,418,3420,38,77,45,122,62,15,18,99,2,935,1668,2.03,1.18,3.21,1.63,2.82,68,53.9,42.5,96.4,1.79,1.12,2.91,1.42,2.54,"https://fbref.com/en/squads/7213da33/2019-2020/Lazio-Stats"
"239",2020,"Lecce","Serie A","team",30,28.7,44.8,38,418,3420,38,52,30,82,41,11,15,98,5,752,1356,1.37,0.79,2.16,1.08,1.87,54.7,43.5,32.6,76.1,1.44,0.86,2.3,1.15,2,"https://fbref.com/en/squads/ffcbe334/2019-2020/Lecce-Stats"
"240",2020,"Leganés","La Liga","team",29,26.9,43.9,38,418,3420,38,30,19,49,27,3,5,127,4,498,1165,0.79,0.5,1.29,0.71,1.21,39.9,35.9,27.7,63.7,1.05,0.73,1.78,0.95,1.68,"https://fbref.com/en/squads/7c6f2c78/2019-2020/Leganes-Stats"
"241",2020,"Leicester City","Premier League","team",24,26.1,57.1,38,418,3420,38,65,48,113,60,5,7,43,3,739,1612,1.71,1.26,2.97,1.58,2.84,62.2,56.7,44.9,101.6,1.64,1.18,2.82,1.49,2.67,"https://fbref.com/en/squads/a2d435b3/2019-2020/Leicester-City-Stats"
"242",2020,"Levante","La Liga","team",29,27.7,48.3,38,418,3420,38,45,28,73,40,5,5,79,5,711,1358,1.18,0.74,1.92,1.05,1.79,48.1,44.2,36.3,80.5,1.27,0.95,2.22,1.16,2.12,"https://fbref.com/en/squads/9800b6a1/2019-2020/Levante-Stats"
"243",2020,"Leverkusen","Bundesliga","team",24,26.1,63.2,34,374,3060,34,57,48,105,55,2,2,61,6,761,1471,1.68,1.41,3.09,1.62,3.03,59.1,57.5,48.6,106.1,1.74,1.43,3.17,1.69,3.12,"https://fbref.com/en/squads/c7a9f859/2019-2020/Bayer-Leverkusen-Stats"
"244",2020,"Lille","Ligue 1","team",25,24.3,52.9,28,308,2520,28,35,25,60,30,5,8,49,3,544,1077,1.25,0.89,2.14,1.07,1.96,40.3,34,24.5,58.5,1.44,0.88,2.31,1.21,2.09,"https://fbref.com/en/squads/cb188c0c/2019-2020/Lille-Stats"
"245",2020,"Liverpool","Premier League","team",24,26.6,62.9,38,418,3420,38,83,69,152,78,5,5,38,1,967,1941,2.18,1.82,4,2.05,3.87,68.9,65,53,118,1.81,1.39,3.21,1.71,3.1,"https://fbref.com/en/squads/822bd0ba/2019-2020/Liverpool-Stats"
"246",2020,"Lyon","Ligue 1","team",27,24.8,56.2,28,308,2520,28,42,29,71,37,5,6,49,4,563,1208,1.5,1.04,2.54,1.32,2.36,37.6,33,25.2,58.2,1.34,0.9,2.24,1.18,2.08,"https://fbref.com/en/squads/d53c0b06/2019-2020/Lyon-Stats"
"247",2020,"M'Gladbach","Bundesliga","team",25,26.3,52.4,34,374,3060,34,64,53,117,60,4,6,77,3,650,1305,1.88,1.56,3.44,1.76,3.32,72,67.2,53.6,120.8,2.12,1.58,3.69,1.98,3.55,"https://fbref.com/en/squads/32f3ee20/2019-2020/Monchengladbach-Stats"
"248",2020,"Mainz 05","Bundesliga","team",25,24.6,43.2,34,374,3060,34,42,34,76,39,3,3,75,3,524,1146,1.24,1,2.24,1.15,2.15,48.2,45.8,37.4,83.2,1.42,1.1,2.52,1.35,2.45,"https://fbref.com/en/squads/a224b06a/2019-2020/Mainz-05-Stats"
"249",2020,"Mallorca","La Liga","team",32,26.8,45,38,418,3420,38,39,21,60,31,8,10,93,5,740,1210,1.03,0.55,1.58,0.82,1.37,41.1,33.3,25.4,58.7,1.08,0.67,1.75,0.88,1.55,"https://fbref.com/en/squads/2aa12281/2019-2020/Mallorca-Stats"
"250",2020,"Manchester City","Premier League","team",24,26.9,66.2,38,418,3420,38,100,69,169,94,6,11,64,4,1199,2460,2.63,1.82,4.45,2.47,4.29,92,83.6,68.4,152,2.42,1.8,4.22,2.2,4,"https://fbref.com/en/squads/b8fd03ef/2019-2020/Manchester-City-Stats"
"251",2020,"Manchester Utd","Premier League","team",29,24.8,55.8,38,418,3420,38,65,43,108,55,10,14,73,0,926,1788,1.71,1.13,2.84,1.45,2.58,62.2,51.2,38.5,89.7,1.64,1.01,2.65,1.35,2.36,"https://fbref.com/en/squads/19538871/2019-2020/Manchester-United-Stats"
"252",2020,"Marseille","Ligue 1","team",23,27.1,53.5,28,308,2520,28,38,28,66,34,4,6,67,3,639,1107,1.36,1,2.36,1.21,2.21,36.2,31.6,25.8,57.5,1.29,0.92,2.22,1.13,2.05,"https://fbref.com/en/squads/5725cc7b/2019-2020/Marseille-Stats"
"253",2020,"Metz","Ligue 1","team",24,25.9,45.3,28,308,2520,28,27,20,47,25,2,4,45,4,578,845,0.96,0.71,1.68,0.89,1.61,27.1,24,18,41.9,0.97,0.64,1.61,0.86,1.5,"https://fbref.com/en/squads/f83960ae/2019-2020/Metz-Stats"
"254",2020,"Milan","Serie A","team",32,24.6,54.9,38,418,3420,38,60,38,98,52,8,9,97,6,816,1717,1.58,1,2.58,1.37,2.37,62.8,56,46,101.9,1.65,1.21,2.86,1.47,2.68,"https://fbref.com/en/squads/dc56fe14/2019-2020/Milan-Stats"
"255",2020,"Monaco","Ligue 1","team",28,26,50.9,28,308,2520,28,44,29,73,40,4,4,60,10,646,1302,1.57,1.04,2.61,1.43,2.46,48.9,45.7,33.1,78.8,1.74,1.18,2.93,1.63,2.82,"https://fbref.com/en/squads/fd6114db/2019-2020/Monaco-Stats"
"256",2020,"Montpellier","Ligue 1","team",27,28.5,47.6,28,308,2520,28,33,19,52,31,2,5,55,5,425,1104,1.18,0.68,1.86,1.11,1.79,35.3,31.3,23.2,54.6,1.26,0.83,2.09,1.12,1.95,"https://fbref.com/en/squads/281b0e73/2019-2020/Montpellier-Stats"
"257",2020,"Nantes","Ligue 1","team",29,25.4,48,28,308,2520,28,23,16,39,21,2,2,51,2,548,1034,0.82,0.57,1.39,0.75,1.32,30.2,28.7,23.6,52.4,1.08,0.84,1.92,1.03,1.87,"https://fbref.com/en/squads/d7a486cd/2019-2020/Nantes-Stats"
"258",2020,"Napoli","Serie A","team",25,26.9,59.2,38,418,3420,38,60,45,105,55,5,5,73,2,979,2024,1.58,1.18,2.76,1.45,2.63,61.7,57.8,46.8,104.6,1.62,1.23,2.85,1.52,2.75,"https://fbref.com/en/squads/d48ad4ff/2019-2020/Napoli-Stats"
"259",2020,"Newcastle Utd","Premier League","team",28,26.5,39,38,418,3420,38,38,29,67,38,0,1,66,3,537,844,1,0.76,1.76,1,1.76,35.5,34.8,26.9,61.7,0.94,0.71,1.64,0.91,1.62,"https://fbref.com/en/squads/b2b47a98/2019-2020/Newcastle-United-Stats"
"260",2020,"Nice","Ligue 1","team",31,23.9,54.6,28,308,2520,28,41,30,71,36,5,5,54,7,499,1260,1.46,1.07,2.54,1.29,2.36,35.7,31.9,24.9,56.8,1.28,0.89,2.17,1.14,2.03,"https://fbref.com/en/squads/132ebc33/2019-2020/Nice-Stats"
"261",2020,"Norwich City","Premier League","team",30,26,49.3,38,418,3420,38,25,18,43,23,2,2,68,3,673,1169,0.66,0.47,1.13,0.61,1.08,37,35.4,27.4,62.8,0.97,0.72,1.69,0.93,1.65,"https://fbref.com/en/squads/1c781004/2019-2020/Norwich-City-Stats"
"262",2020,"Nîmes","Ligue 1","team",28,25.4,45,28,308,2520,28,29,20,49,27,2,2,41,6,421,959,1.04,0.71,1.75,0.96,1.68,30.3,28.7,22.2,50.9,1.08,0.79,1.87,1.03,1.82,"https://fbref.com/en/squads/1cbf5f9e/2019-2020/Nimes-Stats"
"263",2020,"Osasuna","La Liga","team",31,27.7,47.4,38,418,3420,38,46,26,72,38,8,8,110,6,562,1359,1.21,0.68,1.89,1,1.68,49.4,43.2,34.4,77.6,1.3,0.91,2.21,1.14,2.04,"https://fbref.com/en/squads/03c57e2b/2019-2020/Osasuna-Stats"
"264",2020,"Paderborn 07","Bundesliga","team",27,25.7,45.9,34,374,3060,34,37,26,63,35,2,4,84,3,682,1009,1.09,0.76,1.85,1.03,1.79,39.2,36.1,26.8,62.9,1.15,0.79,1.94,1.06,1.85,"https://fbref.com/en/squads/d9f93f02/2019-2020/Paderborn-07-Stats"
"265",2020,"Paris S-G","Ligue 1","team",31,27.2,65.2,27,297,2430,27,71,51,122,65,6,8,50,1,711,1681,2.63,1.89,4.52,2.41,4.3,74.2,67.9,54.4,122.3,2.75,2.01,4.76,2.51,4.53,"https://fbref.com/en/squads/e2d8892c/2019-2020/Paris-Saint-Germain-Stats"
