"","index","Name","Position","Statistic","Value","percentile"
"1",1387,"Adam Armstrong","Forward","Starts_Playing",12,45
"2",1388,"Adolfo Gaich","Forward","Starts_Playing",6,13
"3",1389,"Adrien Hunou","Forward","Starts_Playing",24,87
"4",1390,"Alassane Pléa","Forward","Starts_Playing",18,68
"5",1391,"Aleksandar Mitrović","Forward","Starts_Playing",21,78
"6",1392,"Alexander Isak","Forward","Starts_Playing",10,35
"7",1393,"Alexandre Lacazette","Forward","Starts_Playing",27,96
"8",1394,"Álvaro Morata","Forward","Starts_Playing",18,68
"9",1395,"Álvaro Negredo","Forward","Starts_Playing",8,25
"10",1396,"Amine Salama","Forward","Starts_Playing",12,45
"11",1397,"André Silva","Forward","Starts_Playing",19,71
"12",1398,"Andrea Belotti","Forward","Starts_Playing",5,9
"13",1399,"Andrea Petagna","Forward","Starts_Playing",16,61
"14",1400,"Andrea Pinamonti","Forward","Starts_Playing",22,81
"15",1401,"Andrej Kramarić","Forward","Starts_Playing",20,75
"16",1402,"Ángel Correa","Forward","Starts_Playing",10,35
"17",1403,"Ante Budimir","Forward","Starts_Playing",16,61
"18",1404,"Anthony Lozano","Forward","Starts_Playing",12,45
"19",1405,"Anthony Martial","Forward","Starts_Playing",7,19
"20",1406,"Anthony Modeste","Forward","Starts_Playing",7,19
"21",1407,"Antoine Griezmann","Forward","Starts_Playing",22,81
"22",1408,"Antonio Sanabria","Forward","Starts_Playing",20,75
"23",1409,"Arkadiusz Milik","Forward","Starts_Playing",12,45
"24",1410,"Arnaud Kalimuendo","Forward","Starts_Playing",21,78
"25",1411,"Arthur","Forward","Starts_Playing",12,45
"26",1412,"Ayoze Pérez","Forward","Starts_Playing",8,25
"27",1413,"Bamba Dieng","Forward","Starts_Playing",9,29
"28",1414,"Beto","Forward","Starts_Playing",21,78
"29",1415,"Bevic Moussiti-Oko","Forward","Starts_Playing",7,19
"30",1416,"Borja Iglesias","Forward","Starts_Playing",25,92
"31",1417,"Borja Mayoral","Forward","Starts_Playing",29,100
"32",1418,"Boulaye Dia","Forward","Starts_Playing",21,78
"33",1419,"Breel Embolo","Forward","Starts_Playing",19,71
"34",1420,"Brennan Johnson","Forward","Starts_Playing",29,100
"35",1421,"Callum Wilson","Forward","Starts_Playing",16,61
"36",1422,"Carlos Vinícius","Forward","Starts_Playing",7,19
"37",1423,"Che Adams","Forward","Starts_Playing",22,81
"38",1424,"Christian Kouamé","Forward","Starts_Playing",18,68
"39",1425,"Christopher Nkunku","Forward","Starts_Playing",15,57
"40",1426,"Ciro Immobile","Forward","Starts_Playing",20,75
"41",1427,"Cristhian Stuani","Forward","Starts_Playing",5,9
"42",1428,"Cristiano Ronaldo","Forward","Starts_Playing",4,3
"43",1429,"Cyriel Dessers","Forward","Starts_Playing",18,68
"44",1430,"Daniel Ciofani","Forward","Starts_Playing",6,13
"45",1431,"Danny Ings","Forward","Starts_Playing",8,25
"46",1432,"Danny Welbeck","Forward","Starts_Playing",16,61
"47",1433,"Darwin Núñez","Forward","Starts_Playing",17,66
"48",1434,"David Okereke","Forward","Starts_Playing",21,78
"49",1435,"Diego Costa","Forward","Starts_Playing",11,39
"50",1436,"Divock Origi","Forward","Starts_Playing",8,25
"51",1437,"Dominic Calvert-Lewin","Forward","Starts_Playing",9,29
"52",1438,"Dominic Solanke","Forward","Starts_Playing",25,92
"53",1439,"Donyell Malen","Forward","Starts_Playing",16,61
"54",1440,"Dušan Vlahović","Forward","Starts_Playing",19,71
"55",1441,"Duván Zapata","Forward","Starts_Playing",12,45
"56",1442,"Eddie Nketiah","Forward","Starts_Playing",9,29
"57",1443,"Edin Džeko","Forward","Starts_Playing",17,66
"58",1444,"Edinson Cavani","Forward","Starts_Playing",16,61
"59",1445,"El Bilal Touré","Forward","Starts_Playing",14,53
"60",1446,"Emmanuel Dennis","Forward","Starts_Playing",6,13
"61",1447,"Enes Ünal","Forward","Starts_Playing",29,100
"62",1448,"Eric Maxim Choupo-Moting","Forward","Starts_Playing",14,53
"63",1449,"Erling Haaland","Forward","Starts_Playing",27,96
"64",1450,"Ermedin Demirović","Forward","Starts_Playing",24,87
"65",1451,"Evan Ferguson","Forward","Starts_Playing",7,19
"66",1452,"Evann Guessand","Forward","Starts_Playing",14,53
"67",1453,"Ezequiel Ávila","Forward","Starts_Playing",20,75
"68",1454,"Ezequiel Ponce","Forward","Starts_Playing",8,25
"69",1455,"Federico Bonazzoli","Forward","Starts_Playing",12,45
"70",1456,"Felix Afena-Gyan","Forward","Starts_Playing",5,9
"71",1457,"Florian Niederlechner","Forward","Starts_Playing",10,35
"72",1458,"Florian Sotoca","Forward","Starts_Playing",28,97
"73",1459,"Folarin Balogun","Forward","Starts_Playing",27,96
"74",1460,"Francesco Caputo","Forward","Starts_Playing",14,53
"75",1461,"Frank Tsadjout","Forward","Starts_Playing",11,39
"76",1462,"Gabriel Jesus","Forward","Starts_Playing",17,66
"77",1463,"Gaëtan Laborde","Forward","Starts_Playing",21,78
"78",1464,"Georginio Rutter","Forward","Starts_Playing",11,39
"79",1465,"Gerard Deulofeu","Forward","Starts_Playing",15,57
"80",1466,"Gerard Moreno","Forward","Starts_Playing",13,48
"81",1467,"Giacomo Raspadori","Forward","Starts_Playing",9,29
"82",1468,"Gianluca Caprari","Forward","Starts_Playing",25,92
"83",1469,"Gianluca Scamacca","Forward","Starts_Playing",11,39
"84",1470,"Gonçalo Paciência","Forward","Starts_Playing",4,3
"85",1471,"Gorka Guruzeta","Forward","Starts_Playing",11,39
"86",1472,"Grégoire Defrel","Forward","Starts_Playing",8,25
"87",1473,"Grejohn Kyei","Forward","Starts_Playing",19,71
"88",1474,"Habib Diallo","Forward","Starts_Playing",25,92
"89",1475,"Haris Seferović","Forward","Starts_Playing",6,13
"90",1476,"Harry Kane","Forward","Starts_Playing",31,100
"91",1477,"Hugo Duro","Forward","Starts_Playing",10,35
"92",1478,"Hugo Ekitike","Forward","Starts_Playing",8,25
"93",1479,"Hwang Hee-chan","Forward","Starts_Playing",9,29
"94",1480,"Iago Aspas","Forward","Starts_Playing",27,96
"95",1481,"Ibrahima Koné","Forward","Starts_Playing",8,25
"96",1482,"Ibrahima Niane","Forward","Starts_Playing",9,29
"97",1483,"Ihlas Bebou","Forward","Starts_Playing",11,39
"98",1484,"Ike Ugbo","Forward","Starts_Playing",5,9
"99",1485,"Iñaki Williams","Forward","Starts_Playing",25,92
"100",1486,"Isaac Success","Forward","Starts_Playing",20,75
"101",1487,"Islam Slimani","Forward","Starts_Playing",11,39
"102",1488,"Ivan Toney","Forward","Starts_Playing",29,100
"103",1489,"Jamie Vardy","Forward","Starts_Playing",14,53
"104",1490,"Jean-Philippe Mateta","Forward","Starts_Playing",6,13
"105",1491,"Jeong Woo-yeong","Forward","Starts_Playing",4,3
"106",1492,"Jérémy Le Douaron","Forward","Starts_Playing",17,66
"107",1493,"Jessic Ngankam","Forward","Starts_Playing",5,9
"108",1494,"João Félix","Forward","Starts_Playing",7,19
"109",1495,"Joaquín Correa","Forward","Starts_Playing",7,19
"110",1496,"Jonas Wind","Forward","Starts_Playing",9,29
"111",1497,"Jonathan Burkardt","Forward","Starts_Playing",7,19
"112",1498,"Jonathan David","Forward","Starts_Playing",29,100
"113",1499,"Jordan Ayew","Forward","Starts_Playing",24,87
"114",1500,"Jordan Pefok","Forward","Starts_Playing",15,57
"115",1501,"Jørgen Strand Larsen","Forward","Starts_Playing",15,57
"116",1502,"José Luis Morales","Forward","Starts_Playing",10,35
"117",1503,"Joselu","Forward","Starts_Playing",25,92
"118",1504,"Joshua Zirkzee","Forward","Starts_Playing",4,3
"119",1505,"Julián Álvarez","Forward","Starts_Playing",7,19
"120",1506,"Karim Adeyemi","Forward","Starts_Playing",14,53
"121",1507,"Karim Benzema","Forward","Starts_Playing",19,71
"122",1508,"Karim Onisiwo","Forward","Starts_Playing",22,81
"123",1509,"Kelechi Iheanacho","Forward","Starts_Playing",7,19
"124",1510,"Kenan Karaman","Forward","Starts_Playing",5,9
"125",1511,"Kevin Behrens","Forward","Starts_Playing",12,45
"126",1512,"Kévin Gameiro","Forward","Starts_Playing",23,83
"127",1513,"Kevin Lasagna","Forward","Starts_Playing",16,61
"128",1514,"Kevin Volland","Forward","Starts_Playing",5,9
"129",1515,"Kieffer Moore","Forward","Starts_Playing",12,45
"130",1516,"Kike","Forward","Starts_Playing",6,13
"131",1517,"Komnen Andrić","Forward","Starts_Playing",16,61
"132",1518,"Krzysztof Piątek","Forward","Starts_Playing",19,71
"133",1519,"Kylian Mbappé","Forward","Starts_Playing",25,92
"134",1520,"Lassine Sinayoko","Forward","Starts_Playing",14,53
"135",1521,"Lautaro Martínez","Forward","Starts_Playing",24,87
"136",1522,"Léo Baptistão","Forward","Starts_Playing",20,75
"137",1523,"Loïs Openda","Forward","Starts_Playing",22,81
"138",1524,"Lorenzo Colombo","Forward","Starts_Playing",14,53
"139",1525,"Lucas Boyé","Forward","Starts_Playing",22,81
"140",1526,"Lucas Höler","Forward","Starts_Playing",10,35
"141",1527,"Lucas Pérez","Forward","Starts_Playing",5,9
"142",1528,"Ludovic Ajorque","Forward","Starts_Playing",11,39
"143",1529,"Luis Javier Suárez","Forward","Starts_Playing",12,45
"144",1530,"Luis Muriel","Forward","Starts_Playing",8,25
"145",1531,"Luka Jović","Forward","Starts_Playing",13,48
"146",1532,"Lukas Nmecha","Forward","Starts_Playing",10,35
"147",1533,"M'Bala Nzola","Forward","Starts_Playing",24,87
"148",1534,"M'Baye Niang","Forward","Starts_Playing",14,53
"149",1535,"Manolo Gabbiadini","Forward","Starts_Playing",19,71
"150",1536,"Marcus Ingvartsen","Forward","Starts_Playing",14,53
"151",1537,"Marcus Thuram","Forward","Starts_Playing",25,92
"152",1538,"Marius Bülter","Forward","Starts_Playing",25,92
"153",1539,"Marko Arnautović","Forward","Starts_Playing",14,53
"154",1540,"Martin Braithwaite","Forward","Starts_Playing",24,87
"155",1541,"Martin Satriano","Forward","Starts_Playing",20,75
"156",1542,"Marvin Ducksch","Forward","Starts_Playing",28,97
"157",1543,"Matthis Abline","Forward","Starts_Playing",8,25
"158",1544,"Mattia Destro","Forward","Starts_Playing",6,13
"159",1545,"Michael Gregoritsch","Forward","Starts_Playing",24,87
"160",1546,"Michail Antonio","Forward","Starts_Playing",15,57
"161",1547,"Milan Đurić","Forward","Starts_Playing",8,25
"162",1548,"Moanes Dabbur","Forward","Starts_Playing",5,9
"163",1549,"Moise Kean","Forward","Starts_Playing",10,35
"164",1550,"Mostafa Mohamed","Forward","Starts_Playing",15,57
"165",1551,"Mounaim El Idrissy","Forward","Starts_Playing",26,94
"166",1552,"Moussa Dembélé","Forward","Starts_Playing",8,25
"167",1553,"Munir El Haddadi","Forward","Starts_Playing",7,19
"168",1554,"Neal Maupay","Forward","Starts_Playing",11,39
"169",1555,"Niclas Füllkrug","Forward","Starts_Playing",26,94
"170",1556,"Nuno da Costa","Forward","Starts_Playing",16,61
"171",1557,"Odsonne Édouard","Forward","Starts_Playing",17,66
"172",1558,"Oihan Sancet","Forward","Starts_Playing",25,92
"173",1559,"Olivier Giroud","Forward","Starts_Playing",20,75
"174",1560,"Ollie Watkins","Forward","Starts_Playing",29,100
"175",1561,"Papa Ndiaga Yade","Forward","Starts_Playing",6,13
"176",1562,"Patrick Bamford","Forward","Starts_Playing",13,48
"177",1563,"Patrik Schick","Forward","Starts_Playing",10,35
"178",1564,"Patson Daka","Forward","Starts_Playing",12,45
"179",1565,"Paulo Dybala","Forward","Starts_Playing",20,75
"180",1566,"Philipp Hofmann","Forward","Starts_Playing",25,92
"181",1567,"Radamel Falcao","Forward","Starts_Playing",3,0
"182",1568,"Rafa Mir","Forward","Starts_Playing",10,35
"183",1569,"Rafael Borré","Forward","Starts_Playing",9,29
"184",1570,"Randal Kolo Muani","Forward","Starts_Playing",26,94
"185",1571,"Raúl García","Forward","Starts_Playing",5,9
"186",1572,"Raúl Jiménez","Forward","Starts_Playing",7,19
"187",1573,"Richarlison","Forward","Starts_Playing",9,29
"188",1574,"Robert Lewandowski","Forward","Starts_Playing",24,87
"189",1575,"Roberto Firmino","Forward","Starts_Playing",12,45
"190",1576,"Rodrigo","Forward","Starts_Playing",17,66
"191",1577,"Roger Martí","Forward","Starts_Playing",7,19
"192",1578,"Romain Hamouma","Forward","Starts_Playing",12,45
"193",1579,"Romelu Lukaku","Forward","Starts_Playing",12,45
"194",1580,"Rubén Sobrino","Forward","Starts_Playing",20,75
"195",1581,"Sam Lammers","Forward","Starts_Playing",10,35
"196",1582,"Sardar Azmoun","Forward","Starts_Playing",6,13
"197",1583,"Sargis Adamyan","Forward","Starts_Playing",4,3
"198",1584,"Sebastian Polter","Forward","Starts_Playing",4,3
"199",1585,"Sébastien Haller","Forward","Starts_Playing",9,29
"200",1586,"Sekou Mara","Forward","Starts_Playing",4,3
"201",1587,"Sepe Elye Wahi","Forward","Starts_Playing",24,87
"202",1588,"Sergi Guardiola","Forward","Starts_Playing",7,19
"203",1589,"Sergio Camello","Forward","Starts_Playing",24,87
"204",1590,"Sergio León","Forward","Starts_Playing",13,48
"205",1591,"Sheraldo Becker","Forward","Starts_Playing",27,96
"206",1592,"Shon Weissman","Forward","Starts_Playing",6,13
"207",1593,"Simon Terodde","Forward","Starts_Playing",17,66
"208",1594,"Simon Zoller","Forward","Starts_Playing",17,66
"209",1595,"Steffen Tigges","Forward","Starts_Playing",16,61
"210",1596,"Stevan Jovetić","Forward","Starts_Playing",5,9
"211",1597,"Steve Mounié","Forward","Starts_Playing",13,48
"212",1598,"Taiwo Awoniyi","Forward","Starts_Playing",10,35
"213",1599,"Tammy Abraham","Forward","Starts_Playing",21,78
"214",1600,"Terem Moffi","Forward","Starts_Playing",17,66
"215",1601,"Thijs Dallinga","Forward","Starts_Playing",23,83
"216",1602,"Thomas Henry","Forward","Starts_Playing",13,48
"217",1603,"Thomas Müller","Forward","Starts_Playing",17,66
"218",1604,"Tiago Tomás","Forward","Starts_Playing",13,48
"219",1605,"Timo Werner","Forward","Starts_Playing",18,68
"220",1606,"Timothy Weah","Forward","Starts_Playing",15,57
"221",1607,"Valentín Castellanos","Forward","Starts_Playing",27,96
"222",1608,"Valère Germain","Forward","Starts_Playing",5,9
"223",1609,"Vedat Muriqi","Forward","Starts_Playing",26,94
"224",1610,"Victor Osimhen","Forward","Starts_Playing",22,81
"225",1611,"Wahbi Khazri","Forward","Starts_Playing",16,61
"226",1612,"Wilfried Kanga","Forward","Starts_Playing",15,57
"227",1613,"Wissam Ben Yedder","Forward","Starts_Playing",23,83
"228",1614,"Wout Weghorst","Forward","Starts_Playing",9,29
"229",1615,"Yayah Kallon","Forward","Starts_Playing",7,19
"230",1616,"Youssef En-Nesyri","Forward","Starts_Playing",14,53
"231",1617,"Youssoufa Moukoko","Forward","Starts_Playing",11,39
"232",1618,"Adam Armstrong","Forward","MP_Playing",24,58
"233",1619,"Adolfo Gaich","Forward","MP_Playing",10,3
"234",1620,"Adrien Hunou","Forward","MP_Playing",27,80
"235",1621,"Alassane Pléa","Forward","MP_Playing",24,58
"236",1622,"Aleksandar Mitrović","Forward","MP_Playing",21,40
"237",1623,"Alexander Isak","Forward","MP_Playing",14,14
"238",1624,"Alexandre Lacazette","Forward","MP_Playing",28,88
"239",1625,"Álvaro Morata","Forward","MP_Playing",29,93
"240",1626,"Álvaro Negredo","Forward","MP_Playing",17,23
"241",1627,"Amine Salama","Forward","MP_Playing",25,66
"242",1628,"André Silva","Forward","MP_Playing",28,88
"243",1629,"Andrea Belotti","Forward","MP_Playing",24,58
"244",1630,"Andrea Petagna","Forward","MP_Playing",24,58
"245",1631,"Andrea Pinamonti","Forward","MP_Playing",26,73
"246",1632,"Andrej Kramarić","Forward","MP_Playing",26,73
"247",1633,"Ángel Correa","Forward","MP_Playing",26,73
"248",1634,"Ante Budimir","Forward","MP_Playing",24,58
"249",1635,"Anthony Lozano","Forward","MP_Playing",22,46
"250",1636,"Anthony Martial","Forward","MP_Playing",13,10
"251",1637,"Anthony Modeste","Forward","MP_Playing",17,23
"252",1638,"Antoine Griezmann","Forward","MP_Playing",29,93
"253",1639,"Antonio Sanabria","Forward","MP_Playing",25,66
"254",1640,"Arkadiusz Milik","Forward","MP_Playing",20,34
"255",1641,"Arnaud Kalimuendo","Forward","MP_Playing",24,58
"256",1642,"Arthur","Forward","MP_Playing",25,66
"257",1643,"Ayoze Pérez","Forward","MP_Playing",10,3
"258",1644,"Bamba Dieng","Forward","MP_Playing",11,6
"259",1645,"Beto","Forward","MP_Playing",29,93
"260",1646,"Bevic Moussiti-Oko","Forward","MP_Playing",17,23
"261",1647,"Borja Iglesias","Forward","MP_Playing",27,80
"262",1648,"Borja Mayoral","Forward","MP_Playing",29,93
"263",1649,"Boulaye Dia","Forward","MP_Playing",27,80
"264",1650,"Breel Embolo","Forward","MP_Playing",28,88
"265",1651,"Brennan Johnson","Forward","MP_Playing",31,100
"266",1652,"Callum Wilson","Forward","MP_Playing",23,50
"267",1653,"Carlos Vinícius","Forward","MP_Playing",21,40
"268",1654,"Che Adams","Forward","MP_Playing",25,66
"269",1655,"Christian Kouamé","Forward","MP_Playing",21,40
"270",1656,"Christopher Nkunku","Forward","MP_Playing",19,30
"271",1657,"Ciro Immobile","Forward","MP_Playing",23,50
"272",1658,"Cristhian Stuani","Forward","MP_Playing",24,58
"273",1659,"Cristiano Ronaldo","Forward","MP_Playing",10,3
"274",1660,"Cyriel Dessers","Forward","MP_Playing",24,58
"275",1661,"Daniel Ciofani","Forward","MP_Playing",26,73
"276",1662,"Danny Ings","Forward","MP_Playing",18,28
"277",1663,"Danny Welbeck","Forward","MP_Playing",23,50
"278",1664,"Darwin Núñez","Forward","MP_Playing",24,58
"279",1665,"David Okereke","Forward","MP_Playing",26,73
"280",1666,"Diego Costa","Forward","MP_Playing",17,23
"281",1667,"Divock Origi","Forward","MP_Playing",22,46
"282",1668,"Dominic Calvert-Lewin","Forward","MP_Playing",11,6
"283",1669,"Dominic Solanke","Forward","MP_Playing",26,73
"284",1670,"Donyell Malen","Forward","MP_Playing",20,34
"285",1671,"Dušan Vlahović","Forward","MP_Playing",21,40
"286",1672,"Duván Zapata","Forward","MP_Playing",20,34
"287",1673,"Eddie Nketiah","Forward","MP_Playing",24,58
"288",1674,"Edin Džeko","Forward","MP_Playing",30,97
"289",1675,"Edinson Cavani","Forward","MP_Playing",18,28
"290",1676,"El Bilal Touré","Forward","MP_Playing",19,30
"291",1677,"Emmanuel Dennis","Forward","MP_Playing",17,23
"292",1678,"Enes Ünal","Forward","MP_Playing",29,93
"293",1679,"Eric Maxim Choupo-Moting","Forward","MP_Playing",18,28
"294",1680,"Erling Haaland","Forward","MP_Playing",28,88
"295",1681,"Ermedin Demirović","Forward","MP_Playing",24,58
"296",1682,"Evan Ferguson","Forward","MP_Playing",13,10
"297",1683,"Evann Guessand","Forward","MP_Playing",27,80
"298",1684,"Ezequiel Ávila","Forward","MP_Playing",23,50
"299",1685,"Ezequiel Ponce","Forward","MP_Playing",28,88
"300",1686,"Federico Bonazzoli","Forward","MP_Playing",24,58
"301",1687,"Felix Afena-Gyan","Forward","MP_Playing",17,23
"302",1688,"Florian Niederlechner","Forward","MP_Playing",14,14
"303",1689,"Florian Sotoca","Forward","MP_Playing",31,100
"304",1690,"Folarin Balogun","Forward","MP_Playing",30,97
"305",1691,"Francesco Caputo","Forward","MP_Playing",15,16
"306",1692,"Frank Tsadjout","Forward","MP_Playing",16,20
"307",1693,"Gabriel Jesus","Forward","MP_Playing",19,30
"308",1694,"Gaëtan Laborde","Forward","MP_Playing",26,73
"309",1695,"Georginio Rutter","Forward","MP_Playing",15,16
"310",1696,"Gerard Deulofeu","Forward","MP_Playing",16,20
"311",1697,"Gerard Moreno","Forward","MP_Playing",16,20
"312",1698,"Giacomo Raspadori","Forward","MP_Playing",18,28
"313",1699,"Gianluca Caprari","Forward","MP_Playing",29,93
"314",1700,"Gianluca Scamacca","Forward","MP_Playing",16,20
"315",1701,"Gonçalo Paciência","Forward","MP_Playing",18,28
"316",1702,"Gorka Guruzeta","Forward","MP_Playing",22,46
"317",1703,"Grégoire Defrel","Forward","MP_Playing",19,30
"318",1704,"Grejohn Kyei","Forward","MP_Playing",30,97
"319",1705,"Habib Diallo","Forward","MP_Playing",30,97
"320",1706,"Haris Seferović","Forward","MP_Playing",10,3
"321",1707,"Harry Kane","Forward","MP_Playing",31,100
"322",1708,"Hugo Duro","Forward","MP_Playing",23,50
"323",1709,"Hugo Ekitike","Forward","MP_Playing",20,34
"324",1710,"Hwang Hee-chan","Forward","MP_Playing",20,34
"325",1711,"Iago Aspas","Forward","MP_Playing",29,93
"326",1712,"Ibrahima Koné","Forward","MP_Playing",30,97
"327",1713,"Ibrahima Niane","Forward","MP_Playing",10,3
"328",1714,"Ihlas Bebou","Forward","MP_Playing",13,10
"329",1715,"Ike Ugbo","Forward","MP_Playing",19,30
"330",1716,"Iñaki Williams","Forward","MP_Playing",27,80
"331",1717,"Isaac Success","Forward","MP_Playing",29,93
"332",1718,"Islam Slimani","Forward","MP_Playing",16,20
"333",1719,"Ivan Toney","Forward","MP_Playing",29,93
"334",1720,"Jamie Vardy","Forward","MP_Playing",30,97
"335",1721,"Jean-Philippe Mateta","Forward","MP_Playing",25,66
"336",1722,"Jeong Woo-yeong","Forward","MP_Playing",22,46
"337",1723,"Jérémy Le Douaron","Forward","MP_Playing",25,66
"338",1724,"Jessic Ngankam","Forward","MP_Playing",13,10
"339",1725,"João Félix","Forward","MP_Playing",14,14
"340",1726,"Joaquín Correa","Forward","MP_Playing",21,40
"341",1727,"Jonas Wind","Forward","MP_Playing",18,28
"342",1728,"Jonathan Burkardt","Forward","MP_Playing",11,6
"343",1729,"Jonathan David","Forward","MP_Playing",30,97
"344",1730,"Jordan Ayew","Forward","MP_Playing",31,100
"345",1731,"Jordan Pefok","Forward","MP_Playing",25,66
"346",1732,"Jørgen Strand Larsen","Forward","MP_Playing",25,66
"347",1733,"José Luis Morales","Forward","MP_Playing",28,88
"348",1734,"Joselu","Forward","MP_Playing",26,73
"349",1735,"Joshua Zirkzee","Forward","MP_Playing",13,10
"350",1736,"Julián Álvarez","Forward","MP_Playing",23,50
"351",1737,"Karim Adeyemi","Forward","MP_Playing",18,28
"352",1738,"Karim Benzema","Forward","MP_Playing",19,30
"353",1739,"Karim Onisiwo","Forward","MP_Playing",25,66
"354",1740,"Kelechi Iheanacho","Forward","MP_Playing",24,58
"355",1741,"Kenan Karaman","Forward","MP_Playing",15,16
"356",1742,"Kevin Behrens","Forward","MP_Playing",28,88
"357",1743,"Kévin Gameiro","Forward","MP_Playing",28,88
"358",1744,"Kevin Lasagna","Forward","MP_Playing",25,66
"359",1745,"Kevin Volland","Forward","MP_Playing",12,6
"360",1746,"Kieffer Moore","Forward","MP_Playing",21,40
"361",1747,"Kike","Forward","MP_Playing",29,93
"362",1748,"Komnen Andrić","Forward","MP_Playing",28,88
"363",1749,"Krzysztof Piątek","Forward","MP_Playing",26,73
"364",1750,"Kylian Mbappé","Forward","MP_Playing",27,80
"365",1751,"Lassine Sinayoko","Forward","MP_Playing",27,80
"366",1752,"Lautaro Martínez","Forward","MP_Playing",30,97
"367",1753,"Léo Baptistão","Forward","MP_Playing",24,58
"368",1754,"Loïs Openda","Forward","MP_Playing",31,100
"369",1755,"Lorenzo Colombo","Forward","MP_Playing",26,73
"370",1756,"Lucas Boyé","Forward","MP_Playing",26,73
"371",1757,"Lucas Höler","Forward","MP_Playing",20,34
"372",1758,"Lucas Pérez","Forward","MP_Playing",14,14
"373",1759,"Ludovic Ajorque","Forward","MP_Playing",12,6
"374",1760,"Luis Javier Suárez","Forward","MP_Playing",14,14
"375",1761,"Luis Muriel","Forward","MP_Playing",21,40
"376",1762,"Luka Jović","Forward","MP_Playing",25,66
"377",1763,"Lukas Nmecha","Forward","MP_Playing",16,20
"378",1764,"M'Bala Nzola","Forward","MP_Playing",25,66
"379",1765,"M'Baye Niang","Forward","MP_Playing",25,66
"380",1766,"Manolo Gabbiadini","Forward","MP_Playing",27,80
"381",1767,"Marcus Ingvartsen","Forward","MP_Playing",22,46
"382",1768,"Marcus Thuram","Forward","MP_Playing",27,80
"383",1769,"Marius Bülter","Forward","MP_Playing",28,88
"384",1770,"Marko Arnautović","Forward","MP_Playing",16,20
"385",1771,"Martin Braithwaite","Forward","MP_Playing",24,58
"386",1772,"Martin Satriano","Forward","MP_Playing",27,80
"387",1773,"Marvin Ducksch","Forward","MP_Playing",28,88
"388",1774,"Matthis Abline","Forward","MP_Playing",13,10
"389",1775,"Mattia Destro","Forward","MP_Playing",11,6
"390",1776,"Michael Gregoritsch","Forward","MP_Playing",25,66
"391",1777,"Michail Antonio","Forward","MP_Playing",27,80
"392",1778,"Milan Đurić","Forward","MP_Playing",20,34
"393",1779,"Moanes Dabbur","Forward","MP_Playing",16,20
"394",1780,"Moise Kean","Forward","MP_Playing",24,58
"395",1781,"Mostafa Mohamed","Forward","MP_Playing",31,100
"396",1782,"Mounaim El Idrissy","Forward","MP_Playing",28,88
"397",1783,"Moussa Dembélé","Forward","MP_Playing",22,46
"398",1784,"Munir El Haddadi","Forward","MP_Playing",21,40
"399",1785,"Neal Maupay","Forward","MP_Playing",22,46
"400",1786,"Niclas Füllkrug","Forward","MP_Playing",26,73
"401",1787,"Nuno da Costa","Forward","MP_Playing",26,73
"402",1788,"Odsonne Édouard","Forward","MP_Playing",28,88
"403",1789,"Oihan Sancet","Forward","MP_Playing",28,88
"404",1790,"Olivier Giroud","Forward","MP_Playing",26,73
"405",1791,"Ollie Watkins","Forward","MP_Playing",30,97
"406",1792,"Papa Ndiaga Yade","Forward","MP_Playing",11,6
"407",1793,"Patrick Bamford","Forward","MP_Playing",22,46
"408",1794,"Patrik Schick","Forward","MP_Playing",14,14
"409",1795,"Patson Daka","Forward","MP_Playing",24,58
"410",1796,"Paulo Dybala","Forward","MP_Playing",22,46
"411",1797,"Philipp Hofmann","Forward","MP_Playing",28,88
"412",1798,"Radamel Falcao","Forward","MP_Playing",22,46
"413",1799,"Rafa Mir","Forward","MP_Playing",18,28
"414",1800,"Rafael Borré","Forward","MP_Playing",27,80
"415",1801,"Randal Kolo Muani","Forward","MP_Playing",27,80
"416",1802,"Raúl García","Forward","MP_Playing",27,80
"417",1803,"Raúl Jiménez","Forward","MP_Playing",13,10
"418",1804,"Richarlison","Forward","MP_Playing",20,34
"419",1805,"Robert Lewandowski","Forward","MP_Playing",25,66
"420",1806,"Roberto Firmino","Forward","MP_Playing",23,50
"421",1807,"Rodrigo","Forward","MP_Playing",22,46
"422",1808,"Roger Martí","Forward","MP_Playing",10,3
"423",1809,"Romain Hamouma","Forward","MP_Playing",17,23
"424",1810,"Romelu Lukaku","Forward","MP_Playing",18,28
"425",1811,"Rubén Sobrino","Forward","MP_Playing",25,66
"426",1812,"Sam Lammers","Forward","MP_Playing",14,14
"427",1813,"Sardar Azmoun","Forward","MP_Playing",17,23
"428",1814,"Sargis Adamyan","Forward","MP_Playing",23,50
"429",1815,"Sebastian Polter","Forward","MP_Playing",14,14
"430",1816,"Sébastien Haller","Forward","MP_Playing",13,10
"431",1817,"Sekou Mara","Forward","MP_Playing",21,40
"432",1818,"Sepe Elye Wahi","Forward","MP_Playing",27,80
"433",1819,"Sergi Guardiola","Forward","MP_Playing",9,0
"434",1820,"Sergio Camello","Forward","MP_Playing",29,93
"435",1821,"Sergio León","Forward","MP_Playing",24,58
"436",1822,"Sheraldo Becker","Forward","MP_Playing",28,88
"437",1823,"Shon Weissman","Forward","MP_Playing",15,16
"438",1824,"Simon Terodde","Forward","MP_Playing",28,88
"439",1825,"Simon Zoller","Forward","MP_Playing",21,40
