"","index","Name","Position","Statistic","Value","percentile"
"18146",10484,"Roberto Soriano","Attacking Midfield","TklW_Tackles",1.09,69
"18147",10485,"Robin Gosens","Winger","TklW_Tackles",1.52,89
"18148",10486,"Rodrigo Riquelme","Winger","TklW_Tackles",0.38,10
"18149",10487,"Rodrigo Zalazar","Attacking Midfield","TklW_Tackles",0.62,29
"18150",10488,"Rodrygo","Winger","TklW_Tackles",0.3,6
"18151",10489,"Roland Sallai","Winger","TklW_Tackles",0.72,40
"18152",10490,"Romain Del Castillo","Winger","TklW_Tackles",1.29,80
"18153",10491,"Romain Faivre","Winger","TklW_Tackles",0.85,52
"18154",10492,"Romano Schmid","Attacking Midfield","TklW_Tackles",1.06,67
"18155",10493,"Rony Lopes","Winger","TklW_Tackles",0.46,17
"18156",10494,"Ruben Vargas","Winger","TklW_Tackles",0.51,21
"18157",10495,"Ruslan Malinovskyi","Attacking Midfield","TklW_Tackles",1.3,81
"18158",10496,"Ryan Christie","Attacking Midfield","TklW_Tackles",1.29,80
"18159",10497,"Ryan Sessegnon","Winger","TklW_Tackles",1.22,78
"18160",10498,"Sada Thioub","Winger","TklW_Tackles",0.94,59
"18161",10499,"Sadio Mané","Winger","TklW_Tackles",0.3,6
"18162",10500,"Saïd Benrahma","Winger","TklW_Tackles",0.58,26
"18163",10501,"Saîf-Eddine Khaoui","Attacking Midfield","TklW_Tackles",1.08,69
"18164",10502,"Samu Castillejo","Winger","TklW_Tackles",0.83,50
"18165",10503,"Samuel Chukwueze","Winger","TklW_Tackles",0.31,7
"18166",10504,"Samuel Edozie","Winger","TklW_Tackles",1.47,88
"18167",10505,"Serge Gnabry","Winger","TklW_Tackles",1.01,63
"18168",10506,"Sergio Canales","Attacking Midfield","TklW_Tackles",0.59,26
"18169",10507,"Silas Katompa","Winger","TklW_Tackles",0.9,55
"18170",10508,"Simone Verdi","Attacking Midfield","TklW_Tackles",0.88,53
"18171",10509,"Sofiane Boufal","Winger","TklW_Tackles",0.97,61
"18172",10510,"Solly March","Winger","TklW_Tackles",0.9,55
"18173",10511,"Son Heung-min","Winger","TklW_Tackles",0.35,9
"18174",10512,"Stephan El Shaarawy","Winger","TklW_Tackles",0.62,29
"18175",10513,"Stéphane Diarra","Winger","TklW_Tackles",1.44,86
"18176",10514,"Stephy Mavididi","Winger","TklW_Tackles",1.33,81
"18177",10515,"Suso","Winger","TklW_Tackles",0.82,48
"18178",10516,"Takefusa Kubo","Winger","TklW_Tackles",1.06,67
"18179",10517,"Takuma Asano","Winger","TklW_Tackles",0.36,10
"18180",10518,"Takumi Minamino","Winger","TklW_Tackles",1.06,67
"18181",10519,"Tetê","Winger","TklW_Tackles",1.05,66
"18182",10520,"Tete Morente","Winger","TklW_Tackles",0.91,56
"18183",10521,"Theo Walcott","Winger","TklW_Tackles",0.27,5
"18184",10522,"Thomas Lemar","Attacking Midfield","TklW_Tackles",1.36,84
"18185",10523,"Thorgan Hazard","Winger","TklW_Tackles",1.16,75
"18186",10524,"Tobias Mohr","Winger","TklW_Tackles",0.46,17
"18187",10525,"Tommaso Baldanzi","Attacking Midfield","TklW_Tackles",0.58,26
"18188",10526,"Toni Villa","Winger","TklW_Tackles",1.82,96
"18189",10527,"Valerio Verre","Attacking Midfield","TklW_Tackles",0.93,58
"18190",10528,"Viktor Kovalenko","Attacking Midfield","TklW_Tackles",0.95,60
"18191",10529,"Vincenzo Grifo","Winger","TklW_Tackles",0.61,28
"18192",10530,"Vinicius Júnior","Winger","TklW_Tackles",0.76,43
"18193",10531,"Wesley Saïd","Winger","TklW_Tackles",0.15,1
"18194",10532,"Wilfried Zaha","Winger","TklW_Tackles",0.78,44
"18195",10533,"Willian","Winger","TklW_Tackles",0.39,11
"18196",10534,"Wilson Odobert","Winger","TklW_Tackles",0.89,54
"18197",10535,"Yannick Carrasco","Winger","TklW_Tackles",0.77,43
"18198",10536,"Yeremi Pino","Winger","TklW_Tackles",1.47,88
"18199",10537,"Yoane Wissa","Winger","TklW_Tackles",0.65,33
"18200",10538,"Youcef Belaïli","Winger","TklW_Tackles",0.74,41
"18201",10539,"Youssouf M'Changama","Attacking Midfield","TklW_Tackles",1.19,77
"18202",10540,"Zakaria Aboukhlal","Winger","TklW_Tackles",0.84,51
"18203",10541,"Abdallah Sima","Winger","Blocks_Blocks",0.45,9
"18204",10542,"Abdelhamid Sabiri","Attacking Midfield","Blocks_Blocks",1.46,84
"18205",10543,"Abdessamad Ezzalzouli","Winger","Blocks_Blocks",1.22,70
"18206",10544,"Adam Hložek","Winger","Blocks_Blocks",0.65,23
"18207",10545,"Adam Lallana","Attacking Midfield","Blocks_Blocks",0.75,30
"18208",10546,"Adam Ounas","Winger","Blocks_Blocks",1.5,86
"18209",10547,"Adama Traoré","Winger","Blocks_Blocks",0.49,11
"18210",10548,"Ademola Lookman","Winger","Blocks_Blocks",0.99,51
"18211",10549,"Adri Embarba","Winger","Blocks_Blocks",1.29,75
"18212",10550,"Adrien Thomasson","Attacking Midfield","Blocks_Blocks",1.84,96
"18213",10551,"Aimar Oroz","Attacking Midfield","Blocks_Blocks",0.99,51
"18214",10552,"Ainsley Maitland-Niles","Winger","Blocks_Blocks",1.78,95
"18215",10553,"Aitor Ruibal","Winger","Blocks_Blocks",0.95,48
"18216",10554,"Alejandro Garnacho","Winger","Blocks_Blocks",0.99,51
"18217",10555,"Aleksandr Golovin","Attacking Midfield","Blocks_Blocks",1.06,58
"18218",10556,"Aleksei Miranchuk","Attacking Midfield","Blocks_Blocks",0.43,8
"18219",10557,"Alex Baena","Winger","Blocks_Blocks",0.83,38
"18220",10558,"Álex Berenguer","Winger","Blocks_Blocks",1.32,78
"18221",10559,"Álex Collado","Attacking Midfield","Blocks_Blocks",1.85,96
"18222",10560,"Álex Fernández","Attacking Midfield","Blocks_Blocks",0.86,39
"18223",10561,"Alex Iwobi","Winger","Blocks_Blocks",1.05,56
"18224",10562,"Alexis Claude-Maurice","Attacking Midfield","Blocks_Blocks",1.03,54
"18225",10563,"Alexis Flips","Winger","Blocks_Blocks",1.77,94
"18226",10564,"Alexis Mac Allister","Attacking Midfield","Blocks_Blocks",0.76,31
"18227",10565,"Alexis Saelemaekers","Winger","Blocks_Blocks",0.95,48
"18228",10566,"Alexis Sánchez","Winger","Blocks_Blocks",0.34,5
"18229",10567,"Allan Saint-Maximin","Winger","Blocks_Blocks",0.27,4
"18230",10568,"Álvaro García","Winger","Blocks_Blocks",1.09,59
"18231",10569,"Amath","Winger","Blocks_Blocks",0.6,18
"18232",10570,"Amine Adli","Winger","Blocks_Blocks",2.02,98
"18233",10571,"Amine Harit","Attacking Midfield","Blocks_Blocks",0.7,25
"18234",10572,"Ander Barrenetxea","Winger","Blocks_Blocks",1.11,62
"18235",10573,"Andreas Pereira","Attacking Midfield","Blocks_Blocks",0.76,31
"18236",10574,"Ángel Di María","Winger","Blocks_Blocks",0.79,34
"18237",10575,"Angel Gomes","Attacking Midfield","Blocks_Blocks",0.72,26
"18238",10576,"Angelo Fulgini","Attacking Midfield","Blocks_Blocks",0.9,44
"18239",10577,"Ansgar Knauff","Winger","Blocks_Blocks",1.43,82
"18240",10578,"Ansu Fati","Winger","Blocks_Blocks",1.3,76
"18241",10579,"Ante Rebić","Winger","Blocks_Blocks",0.56,15
"18242",10580,"Anthony Gordon","Winger","Blocks_Blocks",1.56,89
"18243",10581,"Antonín Barák","Attacking Midfield","Blocks_Blocks",0.83,38
"18244",10582,"Antonio Candreva","Winger","Blocks_Blocks",0.23,3
"18245",10583,"Antony","Winger","Blocks_Blocks",0.92,45
"18246",10584,"Arber Zeneli","Winger","Blocks_Blocks",0.73,27
"18247",10585,"Arnaud Nordin","Winger","Blocks_Blocks",0.81,35
"18248",10586,"Bernardo Silva","Attacking Midfield","Blocks_Blocks",0.94,46
"18249",10587,"Bilal Brahimi","Winger","Blocks_Blocks",0.42,7
"18250",10588,"Bobby Reid","Attacking Midfield","Blocks_Blocks",0.87,41
"18251",10589,"Borja García","Attacking Midfield","Blocks_Blocks",0.4,7
"18252",10590,"Bradley Barcola","Winger","Blocks_Blocks",2.31,99
"18253",10591,"Brahim Díaz","Attacking Midfield","Blocks_Blocks",0.57,16
"18254",10592,"Brais Méndez","Winger","Blocks_Blocks",0.97,49
"18255",10593,"Brenden Aaronson","Attacking Midfield","Blocks_Blocks",1.59,91
"18256",10594,"Bruno Fernandes","Attacking Midfield","Blocks_Blocks",0.97,49
"18257",10595,"Bryan","Winger","Blocks_Blocks",0.95,48
"18258",10596,"Bryan Mbeumo","Winger","Blocks_Blocks",0.58,17
"18259",10597,"Bukayo Saka","Winger","Blocks_Blocks",1.24,72
"18260",10598,"Caio Henrique Oliveira Silva","Winger","Blocks_Blocks",0.96,48
"18261",10599,"Callum Hudson-Odoi","Winger","Blocks_Blocks",0,1
"18262",10600,"Carles Pérez","Winger","Blocks_Blocks",1.33,79
"18263",10601,"Cengiz Ünder","Winger","Blocks_Blocks",0.58,17
"18264",10602,"Chidera Ejuke","Winger","Blocks_Blocks",0.34,5
"18265",10603,"Chris Führich","Winger","Blocks_Blocks",1.51,87
"18266",10604,"Christian Eriksen","Attacking Midfield","Blocks_Blocks",1.2,69
"18267",10605,"Christian Pulisic","Winger","Blocks_Blocks",0.8,34
"18268",10606,"Christoph Baumgartner","Attacking Midfield","Blocks_Blocks",2.18,99
"18269",10607,"Christopher Antwi-Adjei","Winger","Blocks_Blocks",0.61,19
"18270",10608,"Cody Gakpo","Winger","Blocks_Blocks",0.78,33
"18271",10609,"Crysencio Summerville","Winger","Blocks_Blocks",1.19,68
"18272",10610,"Cyrille Bayala","Winger","Blocks_Blocks",1.06,58
"18273",10611,"Daichi Kamada","Attacking Midfield","Blocks_Blocks",1.17,67
"18274",10612,"Dango Ouattara","Winger","Blocks_Blocks",1.28,75
"18275",10613,"Dani Olmo","Attacking Midfield","Blocks_Blocks",0.99,51
"18276",10614,"Dani Rodríguez","Attacking Midfield","Blocks_Blocks",1.22,70
"18277",10615,"Daniel James","Winger","Blocks_Blocks",0.55,14
"18278",10616,"Daniel Kyereh","Attacking Midfield","Blocks_Blocks",0.64,21
"18279",10617,"Daniel Maldini","Attacking Midfield","Blocks_Blocks",1.05,56
"18280",10618,"Daniel Podence","Winger","Blocks_Blocks",1.06,58
"18281",10619,"Daniele Verde","Winger","Blocks_Blocks",0.55,14
"18282",10620,"Darko Lazović","Winger","Blocks_Blocks",0.55,14
"18283",10621,"David Pereira da Costa","Attacking Midfield","Blocks_Blocks",1.24,72
"18284",10622,"David Silva","Attacking Midfield","Blocks_Blocks",0.46,9
"18285",10623,"Dejan Kulusevski","Winger","Blocks_Blocks",0.73,27
"18286",10624,"Demarai Gray","Winger","Blocks_Blocks",0.75,30
"18287",10625,"Denzel Dumfries","Winger","Blocks_Blocks",1.38,80
"18288",10626,"Désiré Doué","Attacking Midfield","Blocks_Blocks",1.39,81
"18289",10627,"Dimitri Payet","Attacking Midfield","Blocks_Blocks",0.49,11
"18290",10628,"Diogo Jota","Winger","Blocks_Blocks",0.36,6
"18291",10629,"Dodi Lukebakio","Winger","Blocks_Blocks",0.95,48
"18292",10630,"Domenico Berardi","Winger","Blocks_Blocks",0.62,20
"18293",10631,"Dominick Drexler","Attacking Midfield","Blocks_Blocks",1.19,68
"18294",10632,"Dominik Szoboszlai","Winger","Blocks_Blocks",1.31,77
"18295",10633,"Dwight McNeil","Winger","Blocks_Blocks",1.78,95
"18296",10634,"Eberechi Eze","Attacking Midfield","Blocks_Blocks",0.94,46
"18297",10635,"Edon Zhegrova","Winger","Blocks_Blocks",0.9,44
"18298",10636,"Elba Rashani","Winger","Blocks_Blocks",0.97,49
"18299",10637,"Elif Elmas","Attacking Midfield","Blocks_Blocks",0.75,30
"18300",10638,"Emi Buendía","Winger","Blocks_Blocks",0.73,27
"18301",10639,"Emil Forsberg","Winger","Blocks_Blocks",1.51,87
"18302",10640,"Emmanuel Gyasi","Winger","Blocks_Blocks",0.88,42
"18303",10641,"Enzo Fernández","Attacking Midfield","Blocks_Blocks",2.28,99
"18304",10642,"Enzo Le Fée","Attacking Midfield","Blocks_Blocks",1.6,91
"18305",10643,"Érik Lamela","Winger","Blocks_Blocks",1.04,55
"18306",10644,"Farid El Melali","Winger","Blocks_Blocks",1.89,97
"18307",10645,"Federico Di Francesco","Winger","Blocks_Blocks",0.83,38
"18308",10646,"Felipe Anderson","Winger","Blocks_Blocks",1.59,91
"18309",10647,"Ferrán Torres","Winger","Blocks_Blocks",0.63,21
"18310",10648,"Fidel","Winger","Blocks_Blocks",0.54,12
"18311",10649,"Filip Đuričić","Attacking Midfield","Blocks_Blocks",0.68,24
"18312",10650,"Florent Mollet","Attacking Midfield","Blocks_Blocks",0.93,45
"18313",10651,"Florian Kainz","Winger","Blocks_Blocks",1.13,64
"18314",10652,"Florian Wirtz","Attacking Midfield","Blocks_Blocks",1.25,73
"18315",10653,"Franck Honorat","Winger","Blocks_Blocks",0.84,38
"18316",10654,"Franco Cervi","Winger","Blocks_Blocks",1.62,92
"18317",10655,"Fredrik Jensen","Attacking Midfield","Blocks_Blocks",1.17,67
"18318",10656,"Gaëtan Perrin","Winger","Blocks_Blocks",1.09,59
"18319",10657,"Gauthier Hein","Winger","Blocks_Blocks",0.6,18
"18320",10658,"Genki Haraguchi","Attacking Midfield","Blocks_Blocks",1.7,93
"18321",10659,"Gerrit Holtmann","Winger","Blocks_Blocks",1.43,82
"18322",10660,"Gio Reyna","Attacking Midfield","Blocks_Blocks",1.16,66
"18323",10661,"Gonçalo Guedes","Winger","Blocks_Blocks",0.51,12
"18324",10662,"Gonzalo Plata","Winger","Blocks_Blocks",1.45,84
"18325",10663,"Hakim Ziyech","Attacking Midfield","Blocks_Blocks",1.04,55
"18326",10664,"Hamza Sakhi","Attacking Midfield","Blocks_Blocks",0.85,39
"18327",10665,"Harry Wilson","Winger","Blocks_Blocks",1.63,93
"18328",10666,"Harvey Barnes","Winger","Blocks_Blocks",1.02,53
"18329",10667,"Harvey Elliott","Winger","Blocks_Blocks",1.5,86
"18330",10668,"Henrikh Mkhitaryan","Attacking Midfield","Blocks_Blocks",1.26,74
"18331",10669,"Hicham Boudaoui","Winger","Blocks_Blocks",1.6,91
"18332",10670,"Hirving Lozano","Winger","Blocks_Blocks",1.89,97
"18333",10671,"Iker Muniain","Winger","Blocks_Blocks",0.44,8
"18334",10672,"Isaac Palazón Camacho","Winger","Blocks_Blocks",1.29,75
"18335",10673,"Isco","Attacking Midfield","Blocks_Blocks",0.34,5
"18336",10674,"Iván Alejo","Winger","Blocks_Blocks",1.26,74
"18337",10675,"Iván Martín","Attacking Midfield","Blocks_Blocks",0.67,24
"18338",10676,"Ivan Perišić","Winger","Blocks_Blocks",1.32,78
"18339",10677,"Iván Sánchez","Winger","Blocks_Blocks",1.1,61
"18340",10678,"Jack Grealish","Winger","Blocks_Blocks",0.81,35
"18341",10679,"Jack Harrison","Winger","Blocks_Blocks",1.53,88
"18342",10680,"Jacob Murphy","Winger","Blocks_Blocks",1.27,74
"18343",10681,"Jadon Sancho","Winger","Blocks_Blocks",0.98,50
"18344",10682,"Jaidon Anthony","Winger","Blocks_Blocks",1.84,96
"18345",10683,"Jakub Kamiński","Winger","Blocks_Blocks",1.3,76
"18346",10684,"Jamal Musiala","Attacking Midfield","Blocks_Blocks",1.06,58
"18347",10685,"James Maddison","Attacking Midfield","Blocks_Blocks",0.45,9
"18348",10686,"Jamie Bynoe-Gittens","Winger","Blocks_Blocks",0.17,1
"18349",10687,"Jan Thielmann","Winger","Blocks_Blocks",1.33,79
"18350",10688,"Jarrod Bowen","Winger","Blocks_Blocks",1.41,81
"18351",10689,"Javi Puado","Winger","Blocks_Blocks",0.31,4
"18352",10690,"Jean-Paul Boëtius","Attacking Midfield","Blocks_Blocks",1.9,97
"18353",10691,"Jeffrey Schlupp","Winger","Blocks_Blocks",1.47,84
"18354",10692,"Jérémie Bela","Winger","Blocks_Blocks",1.17,67
"18355",10693,"Jeremie Boga","Winger","Blocks_Blocks",0.77,32
"18356",10694,"Jeremy Doku","Winger","Blocks_Blocks",0.76,31
"18357",10695,"Jesper Lindstrøm","Attacking Midfield","Blocks_Blocks",1.24,72
"18358",10696,"Jesse Lingard","Attacking Midfield","Blocks_Blocks",1.07,59
"18359",10697,"Jim Allevinah","Winger","Blocks_Blocks",1.04,55
"18360",10698,"Jimmy Cabot","Winger","Blocks_Blocks",0.88,42
"18361",10699,"João Victor","Winger","Blocks_Blocks",1.36,79
"18362",10700,"Joelinton","Attacking Midfield","Blocks_Blocks",1.86,96
"18363",10701,"Jonas Hofmann","Winger","Blocks_Blocks",1.35,79
"18364",10702,"Jonathan Bamba","Winger","Blocks_Blocks",1.24,72
"18365",10703,"Jonathan Ikone","Winger","Blocks_Blocks",0.9,44
"18366",10704,"Jordi Osei-Tutu","Winger","Blocks_Blocks",1.49,86
"18367",10705,"Josan","Winger","Blocks_Blocks",0.57,16
"18368",10706,"Juan Carlos","Attacking Midfield","Blocks_Blocks",0,1
"18369",10707,"Juanmi","Winger","Blocks_Blocks",0.82,36
"18370",10708,"Julian Brandt","Attacking Midfield","Blocks_Blocks",0.74,28
"18371",10709,"Junior Messias","Winger","Blocks_Blocks",1.35,79
"18372",10710,"Justin Kluivert","Winger","Blocks_Blocks",0.25,4
"18373",10711,"Kai Havertz","Attacking Midfield","Blocks_Blocks",1.1,61
"18374",10712,"Karl Toko Ekambi","Winger","Blocks_Blocks",0.8,34
"18375",10713,"Kevin Agudelo","Winger","Blocks_Blocks",1.75,94
"18376",10714,"Kevin De Bruyne","Attacking Midfield","Blocks_Blocks",0.95,48
"18377",10715,"Kevin Paredes","Winger","Blocks_Blocks",1.2,69
"18378",10716,"Kevin Spadanuda","Winger","Blocks_Blocks",1.48,86
"18379",10717,"Kevin Stöger","Attacking Midfield","Blocks_Blocks",0.95,48
"18380",10718,"Kike Barja","Winger","Blocks_Blocks",0.3,4
"18381",10719,"Kingsley Coman","Winger","Blocks_Blocks",1.45,84
"18382",10720,"Kingsley Schindler","Winger","Blocks_Blocks",1.18,68
"18383",10721,"Lars Stindl","Attacking Midfield","Blocks_Blocks",1.18,68
"18384",10722,"Lazar Samardzic","Attacking Midfield","Blocks_Blocks",0.57,16
"18385",10723,"Leandro Trossard","Winger","Blocks_Blocks",1.71,94
"18386",10724,"Lee Jae-sung","Attacking Midfield","Blocks_Blocks",1.58,90
"18387",10725,"Lee Kangin","Attacking Midfield","Blocks_Blocks",0.86,39
"18388",10726,"Leon Bailey","Winger","Blocks_Blocks",0.62,20
"18389",10727,"Leonardo Bittencourt","Attacking Midfield","Blocks_Blocks",0.75,30
"18390",10728,"Leroy Sané","Winger","Blocks_Blocks",0.57,16
"18391",10729,"Linton Maina","Winger","Blocks_Blocks",0.71,25
"18392",10730,"Lionel Messi","Winger","Blocks_Blocks",0.35,6
"18393",10731,"Lorenzo Pellegrini","Attacking Midfield","Blocks_Blocks",1.06,58
"18394",10732,"Lovro Majer","Attacking Midfield","Blocks_Blocks",1.15,65
"18395",10733,"Luca Zanimacchia","Winger","Blocks_Blocks",1.09,59
"18396",10734,"Lucas Ocampos","Winger","Blocks_Blocks",1.12,63
"18397",10735,"Lucas Vázquez","Winger","Blocks_Blocks",1.1,61
"18398",10736,"Ludovic Blas","Attacking Midfield","Blocks_Blocks",0.92,45
"18399",10737,"Luis Díaz","Winger","Blocks_Blocks",0.87,41
"18400",10738,"Luis Sinisterra","Winger","Blocks_Blocks",1.11,62
"18401",10739,"Luiz Henrique","Attacking Midfield","Blocks_Blocks",1,51
"18402",10740,"Mama Samba Baldé","Winger","Blocks_Blocks",1.03,54
"18403",10741,"Marco Asensio","Winger","Blocks_Blocks",0.46,9
"18404",10742,"Marco Reus","Attacking Midfield","Blocks_Blocks",0.75,30
"18405",10743,"Marco Richter","Winger","Blocks_Blocks",1.55,89
"18406",10744,"Marcus Rashford","Winger","Blocks_Blocks",1.02,53
"18407",10745,"Marcus Tavernier","Winger","Blocks_Blocks",1.14,64
"18408",10746,"Mario Götze","Attacking Midfield","Blocks_Blocks",0.78,33
"18409",10747,"Mario Pašalić","Attacking Midfield","Blocks_Blocks",1.13,64
"18410",10748,"Marius Wolf","Winger","Blocks_Blocks",2.49,100
"18411",10749,"Marko Pjaca","Winger","Blocks_Blocks",0.2,2
"18412",10750,"Martin Ødegaard","Attacking Midfield","Blocks_Blocks",0.6,18
"18413",10751,"Martin Terrier","Winger","Blocks_Blocks",1.02,53
"18414",10752,"Martinelli","Winger","Blocks_Blocks",0.75,30
"18415",10753,"Mason Mount","Attacking Midfield","Blocks_Blocks",1.31,77
"18416",10754,"Mathias Autret","Attacking Midfield","Blocks_Blocks",0.92,45
"18417",10755,"Mathias Pereira Lage","Winger","Blocks_Blocks",0.74,28
"18418",10756,"Matteo Pessina","Attacking Midfield","Blocks_Blocks",1.56,89
"18419",10757,"Matteo Politano","Winger","Blocks_Blocks",0.48,10
"18420",10758,"Mattia Zaccagni","Attacking Midfield","Blocks_Blocks",1.3,76
"18421",10759,"Mehdi Léris","Winger","Blocks_Blocks",1.48,86
"18422",10760,"Michael Olise","Winger","Blocks_Blocks",1.61,92
"18423",10761,"Miguel Almirón","Attacking Midfield","Blocks_Blocks",1.03,54
"18424",10762,"Mikel Oyarzabal","Winger","Blocks_Blocks",0.72,26
"18425",10763,"Mikkel Damsgaard","Winger","Blocks_Blocks",1.84,96
"18426",10764,"Mitchell van Bergen","Winger","Blocks_Blocks",0.85,39
"18427",10765,"Mohamed Elyounoussi","Winger","Blocks_Blocks",1.61,92
"18428",10766,"Mohamed Salah","Winger","Blocks_Blocks",0.63,21
"18429",10767,"Moi Gómez","Winger","Blocks_Blocks",0.56,15
"18430",10768,"Morgan Gibbs-White","Attacking Midfield","Blocks_Blocks",0.65,23
"18431",10769,"Moses Simon","Winger","Blocks_Blocks",0.49,11
"18432",10770,"Moussa Diaby","Winger","Blocks_Blocks",0.24,3
"18433",10771,"Moussa Djenepo","Winger","Blocks_Blocks",2.15,99
"18434",10772,"Muhammed Saracevic Cham","Attacking Midfield","Blocks_Blocks",0.67,24
"18435",10773,"Musa Barrow","Winger","Blocks_Blocks",1.11,62
"18436",10774,"Nabil Fekir","Attacking Midfield","Blocks_Blocks",0.56,15
"18437",10775,"Nedim Bajrami","Attacking Midfield","Blocks_Blocks",0.48,10
"18438",10776,"Neeskens Kebano","Winger","Blocks_Blocks",1.51,87
"18439",10777,"Nemanja Radonjić","Winger","Blocks_Blocks",0.19,2
"18440",10778,"Neymar","Winger","Blocks_Blocks",0.41,7
"18441",10779,"Nico Ribaudo","Winger","Blocks_Blocks",1.01,52
"18442",10780,"Nico Williams","Winger","Blocks_Blocks",1.44,83
"18443",10781,"Nicola Sansone","Winger","Blocks_Blocks",0,1
"18444",10782,"Nicola Zalewski","Winger","Blocks_Blocks",1.26,74
"18445",10783,"Nicolás González","Winger","Blocks_Blocks",0.96,48
"18446",10784,"Nicolas Jackson","Winger","Blocks_Blocks",1.16,66
"18447",10785,"Nicolas Pépé","Winger","Blocks_Blocks",1.02,53
"18448",10786,"Nicolò Cambiaghi","Winger","Blocks_Blocks",1.24,72
"18449",10787,"Nicolò Zaniolo","Attacking Midfield","Blocks_Blocks",1.11,62
"18450",10788,"Nikola Vlašić","Attacking Midfield","Blocks_Blocks",0.77,32
"18451",10789,"Omar Marmoush","Winger","Blocks_Blocks",1.17,67
"18452",10790,"Ondrej Duda","Attacking Midfield","Blocks_Blocks",1.03,54
"18453",10791,"Óscar Plano","Winger","Blocks_Blocks",1.12,63
"18454",10792,"Óscar Rodríguez Arnaiz","Attacking Midfield","Blocks_Blocks",0.55,14
"18455",10793,"Óscar Trejo","Attacking Midfield","Blocks_Blocks",1.23,70
"18456",10794,"Ousmane Dembélé","Winger","Blocks_Blocks",0.82,36
"18457",10795,"Pablo Fornals","Attacking Midfield","Blocks_Blocks",1.06,58
"18458",10796,"Paolo Ghiglione","Winger","Blocks_Blocks",1.32,78
"18459",10797,"Papu Gómez","Attacking Midfield","Blocks_Blocks",0.54,12
"18460",10798,"Patrick Wimmer","Winger","Blocks_Blocks",1.53,88
"18461",10799,"Pedro","Winger","Blocks_Blocks",0.75,30
"18462",10800,"Pedro Neto","Winger","Blocks_Blocks",0.24,3
"18463",10801,"Pere Milla","Winger","Blocks_Blocks",0.87,41
"18464",10802,"Philipp Förster","Attacking Midfield","Blocks_Blocks",1.68,93
"18465",10803,"Philippe Coutinho","Winger","Blocks_Blocks",1.26,74
"18466",10804,"Pierrick Capelle","Winger","Blocks_Blocks",1.48,86
"18467",10805,"Piotr Zieliński","Attacking Midfield","Blocks_Blocks",0.55,14
"18468",10806,"Portu","Winger","Blocks_Blocks",1.25,73
"18469",10807,"Przemysław Frankowski","Winger","Blocks_Blocks",1.1,61
"18470",10808,"Rafael Leão","Winger","Blocks_Blocks",0.23,3
"18471",10809,"Rafael Ratão","Winger","Blocks_Blocks",1.83,95
"18472",10810,"Raheem Sterling","Winger","Blocks_Blocks",0.74,28
"18473",10811,"Raphinha","Winger","Blocks_Blocks",1.43,82
"18474",10812,"Rayan Cherki","Winger","Blocks_Blocks",0.39,6
"18475",10813,"Remi Oudin","Winger","Blocks_Blocks",1.39,81
"18476",10814,"Rémy Cabella","Attacking Midfield","Blocks_Blocks",1.59,91
"18477",10815,"Renaud Ripart","Attacking Midfield","Blocks_Blocks",1.98,98
"18478",10816,"Riad Nouri","Winger","Blocks_Blocks",0.38,6
"18479",10817,"Riccardo Orsolini","Winger","Blocks_Blocks",1.45,84
"18480",10818,"Riccardo Saponara","Attacking Midfield","Blocks_Blocks",0.55,14
"18481",10819,"Riccardo Sottil","Winger","Blocks_Blocks",0.16,1
"18482",10820,"Ritsu Doan","Winger","Blocks_Blocks",1.55,89
"18483",10821,"Riyad Mahrez","Winger","Blocks_Blocks",1.25,73
"18484",10822,"Robert Skov","Winger","Blocks_Blocks",1.46,84
"18485",10823,"Roberto Pereyra","Attacking Midfield","Blocks_Blocks",0.72,26
"18486",10824,"Roberto Soriano","Attacking Midfield","Blocks_Blocks",1.56,89
"18487",10825,"Robin Gosens","Winger","Blocks_Blocks",1.21,69
"18488",10826,"Rodrigo Riquelme","Winger","Blocks_Blocks",0.65,23
"18489",10827,"Rodrigo Zalazar","Attacking Midfield","Blocks_Blocks",1.07,59
"18490",10828,"Rodrygo","Winger","Blocks_Blocks",0.84,38
"18491",10829,"Roland Sallai","Winger","Blocks_Blocks",0.72,26
"18492",10830,"Romain Del Castillo","Winger","Blocks_Blocks",0.89,42
"18493",10831,"Romain Faivre","Winger","Blocks_Blocks",1,51
"18494",10832,"Romano Schmid","Attacking Midfield","Blocks_Blocks",1.37,80
"18495",10833,"Rony Lopes","Winger","Blocks_Blocks",0.5,11
"18496",10834,"Ruben Vargas","Winger","Blocks_Blocks",0.62,20
"18497",10835,"Ruslan Malinovskyi","Attacking Midfield","Blocks_Blocks",1.3,76
"18498",10836,"Ryan Christie","Attacking Midfield","Blocks_Blocks",0.95,48
"18499",10837,"Ryan Sessegnon","Winger","Blocks_Blocks",0.89,42
"18500",10838,"Sada Thioub","Winger","Blocks_Blocks",1.1,61
"18501",10839,"Sadio Mané","Winger","Blocks_Blocks",1.06,58
"18502",10840,"Saïd Benrahma","Winger","Blocks_Blocks",0.79,34
"18503",10841,"Saîf-Eddine Khaoui","Attacking Midfield","Blocks_Blocks",0.83,38
"18504",10842,"Samu Castillejo","Winger","Blocks_Blocks",1.38,80
"18505",10843,"Samuel Chukwueze","Winger","Blocks_Blocks",0.62,20
"18506",10844,"Samuel Edozie","Winger","Blocks_Blocks",1.14,64
"18507",10845,"Serge Gnabry","Winger","Blocks_Blocks",1.24,72
