"","Name","Position","index","Squad","Comp","Age","Url","Nation","Starts_Playing","MP_Playing","Min_Playing","Gls","Ast","G_minus_PK","npxG_Expected","xAG_Expected","PrgC_Progression","PrgP_Progression","PrgR_Progression","Sh_Standard","SoT_Standard","G_per_Sh_Standard","G_per_SoT_Standard","npxG_per_Sh_Expected","Att_Total","Cmp_percent_Total","xA","Final_Third","PPA","CrsPA","SCA_SCA","GCA_GCA","TklW_Tackles","Blocks_Blocks","Int","Tkl+Int","Clr","Tkl_Challenges","Tkl_percent_Challenges","Touches_Touches","Att 3rd_Touches","Att_Take","Succ_Take","Succ_percent_Take","Carries_Carries","Final_Third_Carries","CPA_Carries","Fld","Crs","Won_percent_Aerial"
"64","Albin Ekdal","Midfield",2344,"Spezia","Serie A",33,"https://fbref.com/en/players/f503ea63/Albin-Ekdal","SWE",12,23,1202,0,0.15,0,0.14,0.11,0.67,4.27,1.05,0.97,0.15,0,0,0.01,41.63,5.8,0.04,3.52,0.75,0.07,1.8,0,1.27,1.35,1.42,3.59,2.47,1.12,2.96,53.61,9.21,0.9,0.52,4.37,26.73,1.05,0,1.5,0.15,4.99
"65","Aleix García","Midfield",1011,"Girona","La Liga",25,"https://fbref.com/en/players/a10361d2/Aleix-Garcia","ESP",25,27,2264,0.04,0.2,0.04,0.07,0.24,1.55,5.64,2.9,1.27,0.56,0,0,0,63.13,3.3,0.23,5.72,0.91,0.4,4.73,0.64,0.76,0.95,1.23,2.62,1.39,0.52,1.72,71.44,18.33,1.03,0.52,1.99,39.43,1.23,0.28,1.15,6.6,2.72
"66","Aleix Vidal","Full-Back",866,"Espanyol","La Liga",33,"https://fbref.com/en/players/04965583/Aleix-Vidal","ESP",10,21,941,0,0.1,0,0.01,0.14,0.96,1.91,4.11,0.29,0.19,0,0,0,30.7,7,0.1,1.53,0.77,0.19,1.82,0.29,0.48,2.01,1.34,2.39,1.05,0.38,1.82,40.27,15.02,1.53,0.48,2.99,20.18,0.19,0.19,1.53,2.58,2.12
"67","Alejandro Balde","Full-Back",297,"Barcelona","La Liga",19,"https://fbref.com/en/players/5ccc9672/Alejandro-Balde","ESP",22,25,1840,0,0.24,0,0.06,0.17,3.08,2.69,8.27,0.54,0.15,0,0,0.01,62.71,4.34,0.19,2.89,0.78,0.54,2.4,0.29,1.08,1.03,0.49,2.05,0.68,0.88,3.04,72.34,24.65,3.18,1.71,2.63,46.86,2.4,1.08,0.93,2.4,2.35
"68","Alejandro Garnacho","Winger",1584,"Manchester Utd","Premier League",18,"https://fbref.com/en/players/7aa8adfe/Alejandro-Garnacho","ESP",4,15,453,0.4,0.4,0.4,0.32,0.2,4.97,0.99,13.51,3.18,1.19,0.03,0.07,0.02,28.41,15.97,0.18,0.2,0.2,0,2.78,0.99,0.2,0.99,0.79,1.39,0.4,0.2,2.48,47.09,30.6,7.35,1.99,5.36,33.18,4.37,3.97,1.19,0.2,3.62
"69","Alejandro Pozo Pozo","Full-Back",57,"Almería","La Liga",24,"https://fbref.com/en/players/3c16d927/Alejandro-Pozo-Pozo","ESP",13,22,1257,0,0.14,0,0.04,0.22,2.22,3.44,5.01,0.57,0.14,0,0,0,55.56,5.21,0.15,2.08,1,0.79,2.22,0.29,1,1.43,1.36,3.22,2.08,1.36,4.12,66.16,16.18,0.93,0.57,4.4,31.72,1.58,0.5,0.72,3.87,2.15
"70","Aleksa Terzić","Full-Back",921,"Fiorentina","Serie A",23,"https://fbref.com/en/players/3ef0a2d7/Aleksa-Terzic","SRB",5,15,574,0,0,0,0.03,0.17,4.7,4.86,6.43,0.94,0.16,0,0,0.01,78.08,12.78,0.17,4.23,2.82,2.51,4.55,0.47,0.94,1.72,0.63,2.51,1.57,1.25,8.95,89.06,28.38,2.67,1.41,8.29,54.41,3.14,0.31,1.41,8.47,6.73
"71","Aleksandar Mitrović","Forward",963,"Fulham","Premier League",28,"https://fbref.com/en/players/3925dbd6/Aleksandar-Mitrovic","SRB",21,21,1813,0.55,0.05,0.4,0.38,0.1,0.94,2.04,4.52,3.97,1.24,0,0.02,0,22.29,2.98,0.05,1.24,0.4,0.05,2.63,0.45,0.35,0.99,0.15,0.84,0.94,0.25,2.48,36.88,15.69,2.23,1.14,2.54,20.65,0.55,0.5,1.74,0.2,2.5
"72","Aleksandr Golovin","Attacking Midfield",1673,"Monaco","Ligue 1",26,"https://fbref.com/en/players/3708e9fa/Aleksandr-Golovin","RUS",24,29,2119,0.3,0.3,0.3,0.21,0.23,3.4,4.63,7.73,1.87,0.93,0.01,0.01,0,40.31,2.97,0.22,2.63,1.95,0.21,4.59,0.59,1.23,1.06,1.32,3.57,0.42,0.98,1.58,50.71,24.29,1.95,1.06,2.31,35.63,2.17,1.1,0.81,4.03,1.81
"73","Aleksei Miranchuk","Attacking Midfield",2441,"Torino","Serie A",27,"https://fbref.com/en/players/a9aa0d1d/Aleksei-Miranchuk","RUS",20,23,1693,0.21,0.27,0.21,0.13,0.21,1.97,4.47,4.84,1.65,0.58,0.01,0.02,0,35.94,4.27,0.16,3.08,1.54,0.32,3.46,0.43,0.21,0.43,0.05,0.48,0.16,0.11,1.06,44.07,18.66,2.18,0.69,1.69,29.45,2.07,0.32,1.06,1.49,1.57
"74","Alessandro Bastoni","Centre-Back",1129,"Inter","Serie A",24,"https://fbref.com/en/players/75b86fb3/Alessandro-Bastoni","ITA",21,23,1779,0,0.1,0,0.05,0.13,2.12,6.53,2.07,0.61,0.15,0,0,0,70.17,4.18,0.14,5.77,1.21,0.46,2.33,0.25,0.91,1.06,1.01,2.88,1.77,0.51,2.41,77.86,11.94,0.66,0.3,2.34,47.66,1.47,0.15,0.71,2.23,3.31
"75","Alessandro Bianco","Midfield",899,"Fiorentina","Serie A",20,"https://fbref.com/en/players/d65cf468/Alessandro-Bianco","ITA",2,4,113,0,0,0,0.08,0,2.39,5.58,1.59,1.59,0.8,0,0,0.02,45.4,65.71,0,7.96,0.8,0,2.39,0,0.8,0.8,0,2.39,0,1.59,79.65,53.36,9.56,0.8,0,0,27.88,0,0,2.39,0.8,39.82
"76","Alessandro Buongiorno","Centre-Back",2430,"Torino","Serie A",23,"https://fbref.com/en/players/4ae67f27/Alessandro-Buongiorno","ITA",22,26,2001,0,0.04,0,0.07,0.05,0.4,2.92,0.67,0.72,0,0,NA,0,50.42,3.76,0.04,2.7,0.13,0.09,0.76,0.09,0.76,1.35,2.02,3.28,3.28,0.54,2.7,62.83,3.51,0.45,0.18,1.8,31.98,0.58,0.04,1.03,0.31,3.25
"77","Alessandro Florenzi","Full-Back",1639,"Milan","Serie A",32,"https://fbref.com/en/players/e288d4b3/Alessandro-Florenzi","ITA",2,5,196,0,0,0,0.37,0.23,0.46,4.59,8.72,2.3,0.46,0,0,0.07,75.77,34.53,0.46,3.21,2.76,2.3,4.13,0,1.84,0.46,1.38,4.13,0.92,1.84,30.63,86.33,32.14,0.46,0,0,46.38,0.46,0,0.46,10.1,45.92
"78","Alessandro Tuia","Centre-Back",1253,"Lecce","Serie A",32,"https://fbref.com/en/players/26c54058/Alessandro-Tuia","ITA",6,7,509,0,0,0,0.02,0,0.18,3.54,0,0.35,0.18,0,0,0.01,36.07,12.31,0.02,2.65,0.18,0.18,0.88,0,1.06,0.53,2.65,4.42,5.13,0.53,5.89,47.21,1.24,0.71,0.35,8.84,18.74,0.18,0,0.35,0.18,7.37
"79","Alessandro Zanoli","Full-Back",1799,"Napoli","Serie A",22,"https://fbref.com/en/players/3b12b11f/Alessandro-Zanoli","ITA",0,1,12,0,0,0,0.75,0,7.5,0,15,7.5,7.5,0,0,0.45,82.5,613.5,0,0,0,0,7.5,0,0,0,0,7.5,7.5,0,NA,105,22.5,0,0,NA,52.5,7.5,7.5,0,7.5,0
"80","Alessio Cragno","Goalkeeper",1728,"Monza","Serie A",28,"https://fbref.com/en/players/f554e29b/Alessio-Cragno","ITA",1,1,90,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,31,93.5,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,NA,19,0,0,0,0,NA
"81","Alessio Romagnoli","Centre-Back",1223,"Lazio","Serie A",28,"https://fbref.com/en/players/3ead85f9/Alessio-Romagnoli","ITA",26,27,2312,0.04,0,0.04,0.02,0,0.12,1.6,0.12,0.27,0.08,0.01,0.02,0,54.03,3.51,0.01,2.61,0.12,0,0.39,0.12,0.54,1.05,1.01,2.22,3.54,0.43,2.04,62.13,0.82,0.04,0.04,3.89,30.05,0.16,0.04,0.54,0,2.45
"82","Alex Baena","Winger",2660,"Villarreal","La Liga",21,"https://fbref.com/en/players/518f2234/Alex-Baena","ESP",15,26,1525,0.24,0.12,0.24,0.16,0.27,2.3,5.31,4.9,2.83,0.94,0,0.01,0,35.65,4.63,0.17,3.25,2.01,0.12,3.66,0.3,0.71,0.83,0.3,1.59,0.83,0.71,2.36,46.86,20.77,3.01,1.24,2.43,31.75,2.07,0.59,2.89,1.06,0.27
"83","Álex Berenguer","Winger",177,"Athletic Club","La Liga",27,"https://fbref.com/en/players/dc1c2fce/Alex-Berenguer","ESP",21,28,1772,0.15,0.05,0.15,0.18,0.17,2.23,3.2,9.45,2.13,0.71,0,0.01,0,36.37,3.42,0.18,1.07,1.47,0.46,3.5,0.15,1.42,1.32,0.41,2.59,0.3,0.86,2.01,49.83,30.22,2.84,1.02,1.81,27.73,2.03,1.17,1.07,5.03,2.46
"84","Álex Centelles","Full-Back",40,"Almería","La Liga",25,"https://fbref.com/en/players/ae852b7d/Alex-Centelles","ESP",4,7,495,0,0,0,0.02,0.05,1.45,2.73,4.18,0.18,0,0,NA,0.02,46,12.29,0.04,2.55,0.55,0.55,2.18,0.18,1.27,1.09,0.73,2.18,2.91,1.09,13.64,54.55,13.27,0.55,0.18,6.05,30,0.36,0,0.18,3.45,3.31
"85","Álex Collado","Attacking Midfield",781,"Elche","La Liga",23,"https://fbref.com/en/players/85dace26/Alex-Collado","ESP",8,11,584,0.15,0.15,0.15,0.08,0.14,1.7,2.77,5.86,1.85,0.92,0.01,0.03,0.01,37.29,12.36,0.17,2.31,0.62,0.15,3.24,0.31,2,1.85,0.31,4.01,0.46,1.08,9.8,51.01,20.65,2.62,0.92,5.44,31.75,2.47,0.46,1.08,2,6.16
"86","Álex Fernández","Attacking Midfield",695,"Cádiz","La Liga",30,"https://fbref.com/en/players/aa677a35/Alex-Fernandez","ESP",16,25,1468,0.18,0,0.12,0.11,0.07,0.98,3.8,1.47,0.86,0.43,0.01,0.02,0.01,40.28,5.17,0.09,3.07,0.31,0.12,1.96,0.06,0.43,0.86,0.43,1.23,1.04,0.25,2.04,47.57,10.97,0.43,0.18,2.63,26.73,1.1,0.18,0.86,1.9,1.73
"87","Alex Ferrari","Centre-Back",639,"Cremonese","Serie A",28,"https://fbref.com/en/players/d0dbca9f/Alex-Ferrari","ITA",10,11,749,0,0,0,0,0.01,0.12,2.64,0.24,0,0,NA,NA,NA,43.5,8.96,0.02,2.88,0.36,0,0.48,0,2.16,1.56,2.28,5.89,3.97,2.52,8.7,55.51,2.4,0.48,0.12,3,27.64,0.36,0,0.6,0.24,8.27
"88","Alex Iwobi","Winger",881,"Everton","Premier League",26,"https://fbref.com/en/players/6ca5ec4b/Alex-Iwobi","NGA",31,31,2748,0.03,0.2,0.03,0.07,0.14,2.1,5.21,3.7,0.95,0.33,0,0,0,42.35,2.49,0.11,3.9,1.54,0.46,3.08,0.23,1.15,1.05,0.62,2.62,0.79,0.98,1.78,52.14,18.18,2.88,1.34,1.53,32.16,1.67,0.29,0.29,2.55,0.85
"89","Alex Král","Midfield",2253,"Schalke 04","Bundesliga",24,"https://fbref.com/en/players/e717705a/Alex-Kral","CZE",20,23,1817,0,0,0,0.06,0.01,1.49,3.47,2.58,1.19,0.1,0,0,0,30.91,3.25,0.04,2.43,0.3,0.05,1.68,0.05,0.99,1.39,0.69,2.18,2.08,0.74,2.4,41.16,8.67,1.54,0.54,1.76,19.81,0.79,0.1,0.64,0.99,2.42
"90","Alex Meret","Goalkeeper",1786,"Napoli","Serie A",26,"https://fbref.com/en/players/9413b19f/Alex-Meret","ITA",29,29,2610,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,28.07,3.02,0,0.03,0,0,0.03,0,0,0,0,0,0.21,0,NA,29.45,0,0,0,NA,16.17,0,0,0,0,3.45
"91","Álex Moreno","Full-Back",141,"Aston Villa","Premier League",29,"https://fbref.com/en/players/16e9d0ea/Alex-Moreno","ESP",9,13,928,0,0.29,0,0.05,0.22,4.27,1.94,8.24,0.97,0.19,0,0,0,54.41,7.47,0.19,1.26,1.45,0.68,2.72,0.29,0.97,1.36,0.39,1.94,2.13,1.07,4.27,67.89,19.59,4.27,1.94,4.41,35.69,1.45,1.45,0.87,2.91,5.65
"92","Alex Oxlade-Chamberlain","Midfield",1412,"Liverpool","Premier League",29,"https://fbref.com/en/players/38c7feef/Alex-Oxlade-Chamberlain","ENG",4,9,335,0.27,0,0.27,0.35,0.24,2.96,3.76,7.52,1.88,0.81,0.04,0.09,0.05,28.48,19.02,0.05,2.15,0.54,0,2.42,0,1.07,1.34,0.27,1.61,1.07,0.27,5.37,41.1,18,3.76,1.34,9.59,24.18,2.15,0.81,1.07,0.54,5.37
"93","Álex Remiro","Goalkeeper",2044,"Real Sociedad","La Liga",28,"https://fbref.com/en/players/374ee424/Alex-Remiro","ESP",29,29,2610,0,0,0,0,0,0,0.03,0,0,0,NA,NA,NA,35.93,2.49,0,0.72,0,0,0.14,0,0,0,0,0,0.41,0,0,37.9,0,0,0,NA,21.76,0,0,0.07,0,3.45
"94","Alex Sandro","Full-Back",1174,"Juventus","Serie A",32,"https://fbref.com/en/players/0d82903c/Alex-Sandro","BRA",18,22,1545,0,0.06,0,0.01,0.05,2.45,5.07,1.17,0.23,0,0,NA,0,63.26,5.04,0.06,4.37,0.41,0.12,1.92,0.17,0.82,1.28,0.76,2.21,3.32,0.64,3.77,73.05,9.67,1.4,0.99,4.12,37.69,1.63,0.17,1.28,0.82,3.84
"95","Alex Sola","Full-Back",2048,"Real Sociedad","La Liga",23,"https://fbref.com/en/players/5fa714d5/Alex-Sola","ESP",3,10,349,0,0,0,0.03,0.03,2.06,1.03,4.9,1.03,0.26,0,0,0.01,51.06,20.58,0.03,1.55,0.26,0.26,1.55,0.52,2.32,1.81,1.81,6.45,2.58,1.81,18.05,64.99,21.66,4.13,1.81,11.3,29.91,0.77,0.26,2.06,3.09,18.05
"96","Alex Telles","Full-Back",2301,"Sevilla","La Liga",30,"https://fbref.com/en/players/e73c9bb2/Alex-Telles","BRA",10,20,1014,0,0.18,0,0.04,0.09,1.6,2.4,6.04,0.98,0.09,0,0,0,47.57,6.62,0.09,2.84,1.33,0.98,3.02,0.27,0.71,1.15,1.33,2.49,2.04,0.71,5.46,57.34,17.4,1.69,0.89,4.67,27.43,0.8,0.27,0.89,5.77,4.73
"97","Alexander Callens","Centre-Back",1006,"Girona","La Liga",30,"https://fbref.com/en/players/af34f10d/Alexander-Callens","PER",0,2,53,0,0,0,0,0,5.09,8.49,1.7,0,0,NA,NA,NA,81.51,145.02,0,6.79,1.7,0,1.7,0,3.4,0,1.7,5.09,6.79,3.4,113.26,93.4,5.09,0,0,NA,69.62,1.7,0,0,0,NA
"98","Alexander Djiku","Centre-Back",2377,"Strasbourg","Ligue 1",28,"https://fbref.com/en/players/43e7a164/Alexander-Djiku","GHA",27,27,2336,0.04,0.08,0.04,0.05,0.03,0.15,4.93,0.12,0.54,0.15,0,0.01,0,51.82,3.11,0.05,4.2,0.5,0.15,0.69,0.15,1.16,1.5,2.39,4.2,4.85,0.89,2.22,64.07,2.66,0.19,0.12,2.31,40.57,0.31,0,0.85,0.23,2.79
"99","Alexander Hack","Centre-Back",1513,"Mainz 05","Bundesliga",29,"https://fbref.com/en/players/a5ec3ede/Alexander-Hack","GER",14,18,1124,0,0,0,0.01,0.01,0.08,4.16,0,0.24,0,0,NA,0,46.44,5.88,0.06,2.8,0.32,0.08,0.88,0,1.36,1.28,1.92,4.24,3.6,1.44,4.51,58.13,2.16,0.16,0.16,8.01,27.46,0.32,0,0.96,0.16,4.07
"100","Alexander Isak","Forward",1811,"Newcastle Utd","Premier League",23,"https://fbref.com/en/players/8e92be30/Alexander-Isak","SWE",10,14,905,0.8,0,0.6,0.49,0.09,1.69,1.79,6.86,2.98,1.79,0.02,0.03,0.02,18,7.25,0.06,1.29,0.5,0,2.29,0.1,0.5,1.49,0.2,1.29,0.7,0.6,3.51,31.52,20.29,3.68,1.19,3.22,18,1.59,0.99,1.19,0.3,3.98
"101","Alexander Meyer","Goalkeeper",731,"Dortmund","Bundesliga",32,"https://fbref.com/en/players/b56dd813/Alexander-Meyer","GER",7,7,630,0,0,0,0,0,0,0.14,0,0,0,NA,NA,NA,46.14,12.39,0,0.57,0,0,0.14,0,0,0,0,0,0.14,0,0,47.86,0.14,0,0,NA,30.86,0,0,0,0,14.29
"102","Alexander Mighten","Winger",1882,"Nott'ham Forest","Premier League",21,"https://fbref.com/en/players/10ec4169/Alexander-Mighten","ENG",0,1,8,0,0,0,0,0,0,0,11.25,0,0,NA,NA,NA,11.25,1125,0,0,0,0,0,0,0,0,0,0,0,0,0,45,33.75,33.75,0,0,45,0,0,11.25,0,NA
"103","Alexander Nübel","Goalkeeper",1682,"Monaco","Ligue 1",26,"https://fbref.com/en/players/afb0c500/Alexander-Nubel","GER",31,31,2790,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,30.42,2.42,0.01,0.1,0,0,0.26,0.03,0,0,0.03,0.03,0.23,0,0,32.23,0,0,0,NA,22.84,0,0,0.03,0,2.76
"104","Alexander Schwolow","Goalkeeper",2264,"Schalke 04","Bundesliga",30,"https://fbref.com/en/players/0d55d942/Alexander-Schwolow","GER",17,18,1585,0,0,0,0.01,0.01,0,0,0,0.06,0,0,NA,0,37.76,3.74,0.01,1.31,0.06,0,0.45,0,0,0,0.06,0.06,0.34,0,NA,40.66,0.06,0,0,NA,21.46,0,0,0.23,0,3.79
"105","Alexander Sørloth","Forward",1967,"RB Leipzig","Bundesliga",27,"https://fbref.com/en/players/e92cd3f7/Alexander-Sorloth","NOR",0,1,6,0,0,0,0,0,0,0,15,0,0,NA,NA,NA,30,1500,0,0,0,0,15,0,0,0,0,0,0,0,NA,45,45,15,0,0,15,0,0,0,0,NA
"106","Alexandre Lacazette","Forward",1460,"Lyon","Ligue 1",31,"https://fbref.com/en/players/9dbb75ca/Alexandre-Lacazette","FRA",27,28,2299,0.74,0.16,0.55,0.5,0.18,1.37,3.56,7.09,3.09,1.41,0.01,0.02,0.01,28.66,2.79,0.17,1.92,1.45,0.04,3.6,0.27,0.78,0.86,0.51,2,0.16,0.39,1.51,39.77,22.04,2.47,1.25,1.99,29.52,0.9,0.59,1.57,1.25,1.85
"107","Alexis Beka Beka","Midfield",1833,"Nice","Ligue 1",22,"https://fbref.com/en/players/4a5e83ad/Alexis-Beka-Beka","FRA",5,11,393,0,0,0,0.02,0,2.52,4.81,4.12,0.69,0.23,0,0,0.01,55.65,17.91,0.05,2.75,0.46,0.23,1.6,0,0.92,1.37,2.29,4.81,0.46,0.46,4.58,67.79,14.89,2.75,1.6,13.35,53.13,2.29,0.46,1.37,3.21,7.63
"108","Alexis Blin","Midfield",1231,"Lecce","Serie A",26,"https://fbref.com/en/players/c69ef855/Alexis-Blin","FRA",19,27,1760,0.05,0,0.05,0.08,0.02,0.66,3.89,1.33,0.61,0.15,0,0.02,0.01,37.99,4.09,0.03,3.58,0.56,0.1,1.38,0,1.43,2.25,1.33,4.09,3.43,1.53,2.89,51.8,9.61,0.51,0.26,2.56,20.81,0.56,0.05,1.12,1.12,2.01
"109","Alexis Claude-Maurice","Attacking Midfield",1317,"Lens","Ligue 1",24,"https://fbref.com/en/players/741418c3/Alexis-Claude-Maurice","FRA",4,17,526,0.51,0.34,0.51,0.19,0.14,1.71,4.11,6.84,1.88,1.03,0.05,0.09,0.02,34.9,14.25,0.15,2.57,1.2,0,2.4,0.34,1.37,1.03,0.17,2.4,0.17,1.03,7.34,48.42,18.82,4.28,1.54,6.16,37.13,1.03,1.03,2.57,1.2,11.41
"110","Alexis Flips","Winger",2067,"Reims","Ligue 1",23,"https://fbref.com/en/players/caef7840/Alexis-Flips","FRA",23,26,1573,0.23,0.34,0.23,0.18,0.33,1.26,4.63,7.04,2.46,0.97,0.01,0.01,0,45.89,3.7,0.3,3.49,1.89,0.8,4.35,0.51,1.32,1.77,1.32,3.49,0.57,1.09,2.22,59.45,22.89,1.95,0.51,1.52,39.48,1.95,0.17,1.2,5.95,1.43
"111","Alexis Mac Allister","Attacking Midfield",527,"Brighton","Premier League",24,"https://fbref.com/en/players/83d074ff/Alexis-Mac-Allister","ARG",25,26,2246,0.32,0.04,0.12,0.22,0.11,1.92,5.17,2.36,2.52,0.88,0,0.01,0,55.54,3.45,0.12,4.65,0.88,0.04,3.13,0.28,1.24,0.76,0.88,3.09,0.24,1.08,1.84,66.16,19.27,2.04,1.24,2.44,39.07,1.88,0.28,1.64,0.88,2.77
"112","Alexis Saelemaekers","Winger",1654,"Milan","Serie A",23,"https://fbref.com/en/players/ee251371/Alexis-Saelemaekers","BEL",12,22,1045,0.09,0.17,0.09,0.13,0.18,3.44,3.19,8.87,1.89,0.6,0,0.01,0.01,39.7,6.63,0.21,1.89,2.07,0.78,4.05,0.52,1.55,0.95,1.12,3.44,0.78,1.46,4.44,53.14,25.58,3.88,1.64,3.63,30.14,1.38,1.21,1.46,3.01,5.48
"113","Alexis Sánchez","Winger",1625,"Marseille","Ligue 1",34,"https://fbref.com/en/players/2c0f8e9e/Alexis-Sanchez","CHI",25,28,2138,0.51,0.08,0.42,0.33,0.21,1.3,4.59,7.91,2.15,1.01,0.01,0.02,0.01,33.04,3.11,0.18,2.36,2.36,0.17,4.08,0.34,0.67,0.34,0.17,1.18,0.21,0.04,0.24,43.44,23.11,2.61,1.3,2.1,33.55,0.88,0.63,1.6,1.22,1.5
"114","Alexis Tibidi","Forward",2539,"Troyes","Ligue 1",19,"https://fbref.com/en/players/ca6f4846/Alexis-Tibidi","FRA",0,3,74,0,0,0,0,0,1.22,0,4.86,0,0,NA,NA,NA,27.97,100.46,0,0,0,0,3.65,0,1.22,0,0,1.22,0,0,NA,30.41,13.38,3.65,2.43,81.12,24.32,1.22,0,1.22,0,81.12
"115","Alexsandro Ribeiro","Centre-Back",1384,"Lille","Ligue 1",23,"https://fbref.com/en/players/102c9665/Alexsandro-Ribeiro","BRA",10,15,1072,0.25,0,0.25,0.13,0.01,0.67,4.37,0.17,1.09,0.5,0.02,0.04,0.01,70.52,7.61,0.03,3.69,0.08,0.08,0.84,0,1.26,0.67,1.6,3.61,3.44,1.09,6.42,81.1,2.35,1.26,0.92,6.15,60.95,0.25,0,1.01,0.25,3.98
"116","Alfonso Espino","Full-Back",693,"Cádiz","La Liga",31,"https://fbref.com/en/players/db001fa9/Alfonso-Espino","URU",27,28,2402,0,0.11,0,0.04,0.08,1.42,2.96,3.75,0.6,0.04,0,0,0,43.24,2.38,0.07,2.36,0.79,0.45,1.69,0.19,1.65,1.61,1.27,3.9,2.89,1.46,1.9,56.73,13.19,1.65,0.75,1.7,23.12,0.94,0.22,0.94,2.62,1.58
"117","Alfonso Pedraza","Full-Back",2683,"Villarreal","La Liga",27,"https://fbref.com/en/players/63f04c6c/Alfonso-Pedraza","ESP",15,19,1214,0,0.15,0,0.07,0.11,3.78,1.78,8.01,1.63,0.59,0,0,0,43.59,5.74,0.06,1.41,0.96,0.37,2.3,0.3,1.48,0.89,0.89,2.82,1.63,1.04,4.71,55.9,23.87,3.63,1.33,2.72,29.65,2.82,0.89,1.04,3.86,4.08
"118","Alfred Duncan","Midfield",905,"Fiorentina","Serie A",30,"https://fbref.com/en/players/528492ea/Alfred-Duncan","GHA",7,17,622,0,0,0,0.03,0.03,1.59,5.93,2.75,0.43,0.14,0,0,0.01,46.01,11.2,0.07,5.06,1.16,0.58,2.89,0.29,1.01,0.72,0.58,2.32,0.87,1.16,7.71,54.98,15.19,2.03,1.01,7.23,31.11,1.74,0.29,0.58,1.74,10.52
"119","Alidu Seidu","Centre-Back",621,"Clermont Foot","Ligue 1",22,"https://fbref.com/en/players/cea59f02/Alidu-Seidu","GHA",23,23,2008,0,0,0,0,0.02,1.08,2.42,1.52,0.22,0.04,0,0,0,52.17,3.77,0.03,1.93,0.45,0.27,0.9,0,1.08,0.99,1.79,3.68,1.93,1.21,2.95,61.85,6.41,2.24,1.12,2.24,44.64,1.25,0.09,2.51,0.9,3.06
"120","Alisson","Goalkeeper",1393,"Liverpool","Premier League",30,"https://fbref.com/en/players/7a2e46a8/Alisson","BRA",30,30,2700,0,0.03,0,0,0.01,0,0.03,0,0,0,NA,NA,NA,39.57,2.87,0,0.4,0,0,0.1,0.07,0,0.1,0,0,0.5,0,0,41.8,0,0.03,0.03,3.33,26.63,0,0,0.13,0,2.86
"121","Allan Saint-Maximin","Winger",1821,"Newcastle Utd","Premier League",26,"https://fbref.com/en/players/2b16cb1a/Allan-Saint-Maximin","FRA",11,20,997,0.09,0.45,0.09,0.14,0.34,6.59,5.24,8.94,2.26,0.81,0,0.01,0.01,35.48,6.27,0.23,1.81,2.8,0.36,4.87,0.81,0.27,0.27,0.36,0.9,0.18,0.18,2.26,47.12,27.71,7.4,3.97,4.85,34.03,3.79,2.98,1.26,2.53,3.01
"122","Almamy Touré","Centre-Back",769,"Eint Frankfurt","Bundesliga",26,"https://fbref.com/en/players/c8c60119/Almamy-Toure","MLI",2,3,163,0,0,0,0.06,0,0,3.31,2.76,0.55,0,0,NA,0.04,55.77,43.73,0,3.87,0,0,1.1,0,2.21,2.76,2.76,5.52,1.1,1.66,33.13,66.81,4.97,1.66,1.66,55.21,37.55,0.55,0.55,0,1.1,31.53
"123","Alphonse Areola","Goalkeeper",2716,"West Ham","Premier League",30,"https://fbref.com/en/players/2f965a72/Alphonse-Areola","FRA",2,5,309,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,26.8,21.2,0,0,0,0,0,0,0,0,0,0,0,0,NA,28.54,0,0,0,NA,15.44,0,0,0,0,NA
"124","Alphonso Davies","Full-Back",322,"Bayern Munich","Bundesliga",22,"https://fbref.com/en/players/d781d855/Alphonso-Davies","CAN",23,25,2034,0.04,0.18,0.04,0.07,0.16,5.18,5.88,6.95,0.8,0.35,0,0.01,0,69.12,3.85,0.19,4.87,1.73,0.22,3.89,0.35,1.24,1.24,1.06,3.05,1.06,0.8,2.04,81.9,23.89,6.06,3.05,2.23,53.94,2.88,1.64,1.11,1.11,2.21
"125","Álvaro Fernández","Goalkeeper",844,"Espanyol","La Liga",25,"https://fbref.com/en/players/f127d782/Alvaro-Fernandez","ESP",11,11,990,0,0,0,0,0.02,0,0,0,0,0,NA,NA,NA,32.55,5.86,0.01,1.45,0,0,0.09,0,0,0,0,0,0.64,0,NA,34.73,0,0,0,NA,15.82,0,0,0.18,0,6.06
"126","Álvaro García","Winger",1978,"Rayo Vallecano","La Liga",30,"https://fbref.com/en/players/90bbd822/Alvaro-Garcia","ESP",26,27,2228,0.16,0.12,0.16,0.11,0.17,3.8,2.18,9.37,1.49,0.65,0,0.01,0,32.32,2.59,0.15,0.97,1.37,0.93,3.07,0.36,0.89,1.09,1.01,2.59,0.65,0.28,1.28,41.69,24.88,1.74,0.53,1.22,24.92,0.93,1.33,0.97,5.13,2.78
"127","Álvaro Giménez","Forward",698,"Cádiz","La Liga",31,"https://fbref.com/en/players/18017beb/Alvaro-Gimenez","ESP",0,1,17,0,0,0,0,0,0,5.29,10.59,0,0,NA,NA,NA,10.59,529.41,0,0,0,0,0,0,0,0,0,0,0,0,0,26.47,15.88,5.29,0,0,15.88,0,0,5.29,0,NA
