"","Season_End_Year","Squad","Comp","Team_or_Opponent","Num_Players","Age","Poss","MP_Playing","Starts_Playing","Min_Playing","Mins_Per_90_Playing","Gls","Ast","G+A","G_minus_PK","PK","PKatt","CrdY","CrdR","xG_Expected","npxG_Expected","xAG_Expected","npxG+xAG_Expected","PrgC_Progression","PrgP_Progression","Gls_Per","Ast_Per","G+A_Per","G_minus_PK_Per","G+A_minus_PK_Per","xG_Per","xAG_Per","xG+xAG_Per","npxG_Per","npxG+xAG_Per","Url"
"87",2023,"Tottenham","Premier League","team",27,28.4,50.5,31,341,2790,31,55,36,91,51,4,5,64,3,45.4,41.5,33.4,74.9,578,1243,1.77,1.16,2.94,1.65,2.81,1.46,1.08,2.54,1.34,2.42,"https://fbref.com/en/squads/361ca564/Tottenham-Hotspur-Stats"
"88",2023,"Toulouse","Ligue 1","team",29,25.9,50.7,31,341,2790,31,46,30,76,42,4,4,53,3,43.6,40.5,29.8,70.2,508,1376,1.48,0.97,2.45,1.35,2.32,1.41,0.96,2.36,1.3,2.26,"https://fbref.com/en/squads/3f8c4b5f/Toulouse-Stats"
"89",2023,"Troyes","Ligue 1","team",30,26.6,43.3,31,341,2790,31,37,23,60,33,4,4,51,4,34.2,31.4,24.6,56.1,530,1039,1.19,0.74,1.94,1.06,1.81,1.1,0.79,1.9,1.01,1.81,"https://fbref.com/en/squads/54195385/Troyes-Stats"
"90",2023,"Udinese","Serie A","team",27,26.8,48.1,30,330,2700,30,38,33,71,37,1,2,69,1,39.5,38,31.1,69.1,540,1137,1.27,1.1,2.37,1.23,2.33,1.32,1.04,2.35,1.27,2.3,"https://fbref.com/en/squads/04eea015/Udinese-Stats"
"91",2023,"Union Berlin","Bundesliga","team",28,28.6,43.3,28,308,2520,28,41,30,71,38,3,7,51,2,30.8,25.3,19.4,44.7,286,798,1.46,1.07,2.54,1.36,2.43,1.1,0.69,1.79,0.9,1.6,"https://fbref.com/en/squads/7a41008f/Union-Berlin-Stats"
"92",2023,"Valencia","La Liga","team",27,24.9,54.7,29,319,2610,29,29,15,44,24,5,8,74,6,37.1,30.9,23.8,54.7,589,1152,1,0.52,1.52,0.83,1.34,1.28,0.82,2.1,1.06,1.89,"https://fbref.com/en/squads/dcc91a7b/Valencia-Stats"
"93",2023,"Valladolid","La Liga","team",35,28.4,47.9,29,319,2610,29,25,20,45,24,1,2,75,5,27.9,26.4,20.8,47.2,462,928,0.86,0.69,1.55,0.83,1.52,0.96,0.72,1.68,0.91,1.63,"https://fbref.com/en/squads/17859612/Valladolid-Stats"
"94",2023,"Villarreal","La Liga","team",31,29.5,55.5,29,319,2610,29,37,23,60,33,4,5,70,4,43.1,39.2,31.5,70.7,637,1223,1.28,0.79,2.07,1.14,1.93,1.49,1.09,2.58,1.35,2.44,"https://fbref.com/en/squads/2a8183b3/Villarreal-Stats"
"95",2023,"Werder Bremen","Bundesliga","team",24,28.1,50.7,28,308,2520,28,42,30,72,37,5,6,58,1,33.9,29.2,23.1,52.3,349,986,1.5,1.07,2.57,1.32,2.39,1.21,0.83,2.04,1.04,1.87,"https://fbref.com/en/squads/62add3bf/Werder-Bremen-Stats"
"96",2023,"West Ham","Premier League","team",25,28.9,42.4,30,330,2700,30,28,15,43,22,6,8,37,0,38.7,33.3,24.6,57.9,485,1012,0.93,0.5,1.43,0.73,1.23,1.29,0.82,2.11,1.11,1.93,"https://fbref.com/en/squads/7c21e445/West-Ham-United-Stats"
"97",2023,"Wolfsburg","Bundesliga","team",27,25.5,50.5,28,308,2520,28,44,35,79,40,4,6,52,0,39.4,34.8,30.2,65,375,1068,1.57,1.25,2.82,1.43,2.68,1.41,1.08,2.48,1.24,2.32,"https://fbref.com/en/squads/4eaa11d7/Wolfsburg-Stats"
"98",2023,"Wolves","Premier League","team",31,27.4,50.5,31,341,2790,31,24,10,34,22,2,2,66,6,30.7,29.2,21.7,50.9,509,1164,0.77,0.32,1.1,0.71,1.03,0.99,0.7,1.69,0.94,1.64,"https://fbref.com/en/squads/8cec06e1/Wolverhampton-Wanderers-Stats"
